CoreNumber,ReductionMethod,ToolNumber,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,FlakeProfile,ProfileTwisted?,Mass,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,Curvature,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,Notes
d12,freehand,62,FlakeFrag,Proximal,,B1,0%,No,,0,Unidirectional,Indeterminate,,No,0.34,12.62,0,11.47,0,3.3,0,0,0,0,0,,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,Indeterminate,Crushing,Indeterminate,ReducedToAnEdge,No,,
d13,freehand,4,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.78,13.75,0,14.47,14.09,4.93,0,4.65,1.54,2.56,0,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d13,freehand,13,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Ovoid,No,0.05,9.71,9.6,8.81,8.78,1.36,0.86,3.29,0.66,0,0,Splintered,NotPrepared,,None,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,NarrowCurved,No,,
d13,freehand,16,CompFlake,,No,B2,1-9%,No,Distal,7,Unidirectional,Parallel,Expanding,No,3.83,32.07,32.05,24.34,17.75,5.08,5.07,6.64,2.42,3,2,Axial,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,None,HingedBulb,NoLip,QuadrangularTrapezoid,No,,
d13,freehand,17,CompFlake,,No,B6,61-90%,YesComplete,RightLateral,1,Unidirectional,,Converging,No,5.86,35.54,35.53,26.71,26.71,6.53,6.1,9.92,3.22,3.3,0.2,Hinge,,1,HingedRemovals,Yes,Lateral,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d13,freehand,19,CompFlake,,No,CoreMaintenanceFlake,0%,YesComplete,,5,Subradial,,Expanding,No,3.79,28.95,19.81,27.41,27.4,11.24,11.25,3.14,1.4,0,0,Axial,,,None,No,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d13,freehand,29,FlakeFrag,Distal,No,B1,0%,,,4,Bidirectional,Parallel,,,1.24,24.63,0,14.04,0,4.32,0,0,0,0,0,Step,,,,,,,,,,,No,,d13
d13,freehand,33,CompFlake,,No,B6,41-60%,YesPartial,LeftLateral,1,Unidirectional,,Paralell,Yes,0.72,28.96,28.95,9.85,9.67,2.85,2.55,2.73,0.44,0,0,Hinge,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,SmallOrPartialLip,NarrowLinear,No,,
d13,freehand,34,CompFlake,,No,A2,100%,YesComplete,WholeDorsal,0,Indeterminate,,Paralell,No,1.54,31.96,31.95,14.99,13.35,3.08,3.07,2.98,1.13,0,1.1,Step,,0,None,No,Lateral,RegCurve,CompleteFissure,Crushing,NoLip,NarrowLinear,No,,
d13,freehand,41,FlakeFrag,Proximal,,B6,41-60%,YesComplete,LeftLateral,1,Unidirectional,,,No,1.63,18.07,0,19.73,19.68,5.03,0,6.11,2.99,3.22,0,,,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d13,freehand,44,FlakeFrag,Proximal,,B1,0%,YesComplete,,3,Unidirectional,Parallel,,No,0.33,15.62,0,11.09,9.68,1.99,0,2.29,0.73,0,0,,,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,
d13,freehand,45,CompFlake,,No,B1,0%,YesPartial,,2,Unidirectional,,Paralell,No,0.85,25.33,25.32,10.52,9.93,4.75,2.53,5.87,2.66,3.21,0.2,Hinge,NotPrepared,,HingedRemovals,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowCurved,No,,
d13,freehand,46,CompFlake,,Indeterminate,B1,0%,No,,3,Subradial,,Paralell,Yes,0.11,19.65,19.47,4.54,4.07,1.14,1.09,0.73,0.58,0,1,Splintered,Indeterminate,,HingedRemovals,Yes,Indeterminate,RegCurve,None,RipplesUndulations,NoLip,Punctiform,No,,
d13,freehand,48,FlakeFrag,Mesial,,A3,91-99%,,WholeDorsal,0,Unidirectional,,,,0.79,16.24,0,14.5,15.67,3.2,0,0,0,0,0,,,,,,,,,,,,No,,
d13,freehand,49,FlakeFrag,Proximal,,B2,11-40%,Indeterminate,Distal,2,Unidirectional,,,No,0.83,17.14,0,12.58,12.56,3.06,0,2.09,1.11,0,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,Indeterminate,HertzianCone,SmallOrPartialLip,Indeterminate,No,,
d13,freehand,54,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Expanding,No,0.33,18.74,18.73,8.87,7.94,2.11,2.13,2.87,0.68,0,0,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,None,NoLip,NarrowLinear,Yes,None,
d13,freehand,58,FlakeFrag,Mesial,,A3,91-99%,,WholeDorsal,0,Indeterminate,,,,0.17,14.85,0,5.09,0,2.41,0,0,0,0,0,,,,,,,,,,,,No,,
d13,freehand,59,CompFlake,,No,A2,100%,YesComplete,WholeDorsal,0,Indeterminate,,Ovoid,No,0.44,13.82,13.8,11.27,11.37,3.32,2.52,4.16,2.19,2.73,0.3,Feather,,,None,No,Centered,OverhangCurveBreak,None,HingedBulb,NoLip,OvularOrTriangular,No,,
d13,freehand,62,CompFlake,,No,B7,41-60%,YesComplete,RightLateral,1,Unidirectional,,Ovoid,No,0.18,13.65,13.65,9.97,9.97,3.01,2.7,2.26,1.44,0,0,Hinge,,,None,No,NotExpressed,RegCurve,None,HingedBulb,LargeContinuousLip,NarrowLinear,No,,
d13,freehand,66,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.2,10.2,0,9.77,9.47,2.32,0,1.03,0.6,0,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,CompleteFissure,ErrailuerScar,NoLip,Punctiform,No,,
d13,freehand,51(31?),Shatter,,,,0%,,,0,,,,,0.23,15.82,0,5.91,0,3.9,0,0,0,0,0,,,,,,,,,,,,,,
d14,freehand,4,CompFlake,,No,B7,1-9%,YesPartial,RightLateral,2,Unidirectional,,Paralell,No,3.72,36.17,36.17,23.13,23.15,5.26,3.64,7.29,3.84,4.12,2.1,Feather,ResidualFacetWithoutBulb,2,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d14,freehand,9,Shatter,,,,0%,,,0,,,,,0.25,14.54,0,11.04,0,3.16,0,0,0,0,0,,,,,,,,,,,,,,
d14,freehand,11,CompFlake,,Yes,B1,0%,Indeterminate,,5,Bidirectional,Parallel,Converging,No,0.72,23.16,23.15,14.53,14.53,2.98,2.98,4.19,0.71,0,0,Splintered,Indeterminate,,Indeterminate,Yes,Indeterminate,Indeterminate,None,RipplesUndulations,NoLip,ReducedToAnEdge,No,,
d14,freehand,12,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.58,33.89,33.87,8.39,8.4,3.03,2.25,3.4,1.16,0,0.1,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,SmallOrPartialLip,NarrowCurved,No,,
d14,freehand,20,FlakeFrag,Distal,,A2,91-99%,,WholeDorsal,0,Indeterminate,,,,0.18,9.27,0,8.51,0,2.06,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d14,freehand,39,CompFlake,,Yes,B1,0%,No,,3,Unidirectional,Parallel,Paralell,No,0.2,20.94,20.93,11.28,9.42,2.27,1.7,4.28,1.8,2.61,0.5,Splintered,ResidualFacetWithoutBulb,1,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d14,freehand,40,CompFlake,,No,B1,0%,YesComplete,,4,Unidirectional,Convergent,Converging,No,0.19,20.23,20.25,9.08,8.11,2.47,1.91,6.01,1.97,2.71,0.4,Feather,,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d14,freehand,47,Shatter,,,,1-9%,,,0,,,,,0.13,11.81,0,4.39,0,6.84,0,0,0,0,0,,,,,,,,,,,,,,
d14,freehand,50,CompFlake,,No,B7,1-9%,No,Distal,4,Unidirectional,Parallel,Paralell,No,1.39,35.89,35.9,12.36,12.35,2.27,2.27,3.52,1.1,0,1.1,Axial,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,NarrowLinear,No,,
d14,freehand,53,CompFlake,,No,B7,1-9%,YesPartial,Distal,5,Subradial,,Paralell,Yes,1.88,38.97,38.53,11.43,9.1,5.6,4.09,7.01,3.14,3.66,1.5,Axial,FacetedWithBulb,1,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d14,freehand,54,CompFlake,,No,B1,0%,YesComplete,,2,Unidirectional,,Expanding,Yes,1.58,29.07,29.05,14.95,12.43,4.39,3.56,3.08,1.75,2.52,0,Hinge,,,None,No,NotExpressed,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d14,freehand,57,CompFlake,,No,B7,1-9%,YesComplete,Distal,3,Unidirectional,Parallel,Paralell,Yes,1.88,39.19,39.18,12.18,12.18,2.77,3.44,4.3,1.64,1.31,0.9,Feather,,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d17,freehand,57,FlakeFrag,Distal,,B7,11-40%,,LeftLateral,1,Unidirectional,,,,0.23,16.92,0,8.89,0,2.73,0,0,0,0,0,Hinge,,,,,,,,,,,No,,
d14,freehand,64,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.3,18.98,19.26,8.01,8.02,1.86,1.86,1.63,1.25,0,0.2,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HingedBulb,NoLip,OvularOrTriangular,No,,
d14,freehand,65,CompFlake,,No,B2,11-40%,No,Distal,4,Unidirectional,Parallel,Expanding,No,4.13,44.97,44.97,22.29,13.69,6.82,5.03,2.84,1.36,0,2.1,Overshoot,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,SmallOrPartialLip,QuadrangularTrapezoid,No,,
d14,freehand,70,CompFlake,,No,A2,91-99%,No,WholeDorsal,2,Unidirectional,,Converging,No,1.91,28.45,28.43,23.86,20.53,3.38,3.05,12.59,1.74,0,1,Feather,NotPrepared,,None,No,Lateral,Indeterminate,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d14,freehand,77,FlakeFrag,Distal,,B7,11-40%,,RightLateral,1,Unidirectional,,,,0.06,13.89,0,6.87,0,1.26,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d14,freehand,78,FlakeFrag,Proximal,,B1,0%,YesComplete,,2,Unidirectional,,,No,0.07,11.52,0,9.85,9.54,1.53,0,3.81,0.96,0,0,,,,HingedRemovals,Yes,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,SmallOrPartialLip,QuadrangularTrapezoid,No,,
d14,freehand,86,FlakeFrag,Mesial,,B6,41-60%,,LeftLateral,1,Unidirectional,,,,0.13,10.01,0,5.44,4.32,1.9,0,0,0,0,0,,,,,,,,,,,,No,,
d14,freehand,88,FlakeFrag,Proximal,,B1,0%,No,,0,Indeterminate,,,No,0.06,10.85,0,10.13,9.93,2.62,0,5.04,2.48,2.12,0,,ResidualFacetWithoutBulb,3,None,No,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d14,freehand,111,FlakeFrag,Proximal,,A2,100%,No,WholeDorsal,0,Indeterminate,,,No,0.72,16.1,0,18.47,18.47,3.17,0,8.6,2.94,3.44,0,,ResidualFacetWithoutBulb,5,None,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d15,freehand,6,CompFlake,,No,A3,91-99%,YesComplete,WholeDorsal,0,Indeterminate,,Other,Yes,1.43,25.05,23.87,14.3,9.41,5.09,3.65,0,0,0,1.2,Axial,,,None,No,Indeterminate,Indeterminate,,HertzianCone,NoLip,Indeterminate,No,,
d15,freehand,9,CompFlake,,No,CoreMaintenanceFlake,41-60%,Indeterminate,LeftLateral,0,Indeterminate,,Converging,No,0.31,14.54,14.67,4.25,4.23,3.69,3.68,1.9,1.62,0,0,Feather,Indeterminate,,None,Indeterminate,Indeterminate,Indeterminate,None,HingedBulb,Indeterminate,Indeterminate,No,,
d15,freehand,11,FlakeFrag,Proximal,,A3,91-99%,No,WholeDorsal,1,Unidirectional,,,Yes,2.91,28.59,0,18.91,18.81,4.19,0,5.43,1.56,2.41,1.2,,NotPrepared,,None,Yes,NotExpressed,RegCurve,PartialFissure,None,NoLip,QuadrangularTrapezoid,No,,
d15,freehand,18,CompFlake,,No,CoreMaintenanceFlake,1-9%,No,ProxRightLat,3,Subradial,,Expanding,No,5,35.29,34.85,24.06,17.54,9.97,9.95,3.75,0.88,0,0.3,Axial,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,NarrowLinear,No,,
d15,freehand,19,CompFlake,,No,CoreMaintenanceFlake,0%,YesComplete,,0,Subradial,,Expanding,No,8.64,37.97,37.99,19.52,19.53,14.47,12.71,5.87,4.01,3.62,0,Axial,,6,None,No,Centered,OverhangCurveBreak,CompleteFissure,ShearedBulb,NoLip,OvularOrTriangular,No,,
d15,freehand,20,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,2.39,28.27,0,18.04,16.21,5.57,0,6.72,4.81,4.37,0.2,,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HingedBulb,NoLip,OvularOrTriangular,No,,
d15,freehand,21,CompFlake,,No,B7,11-40%,Indeterminate,LeftLateral,2,Unidirectional,,Expanding,No,0.59,22.19,21.54,14.71,11.78,1.95,1.73,1.25,0.66,0,0.2,Feather,NotPrepared,,HingedRemovals,Yes,Indeterminate,Indeterminate,None,HertzianCone,NoLip,Punctiform,No,,
d15,freehand,27,FlakeFrag,Mesial,,Other,61-90%,,Indeterminate,1,Indeterminate,,,,0.82,18.89,0,12.42,10.97,2.93,0,0,0,0,0,,,,,,,,,,,,No,,
d15,freehand,32,FlakeFrag,LeftLateral,No,CoreMaintenanceFlake,11-40%,No,LeftLateral,3,Subradial,,,No,0.58,20.13,20.11,9.83,0,4.11,2.6,0,2.06,0,0.1,,NotPrepared,,None,No,,Indeterminate,None,HertzianCone,NoLip,Indeterminate,No,,
d15,freehand,43,FlakeFrag,Mesial,,A2,100%,,WholeDorsal,0,Indeterminate,,,,0.26,8.54,0,12.18,0,1.77,0,0,0,0,0,,,,,,,,,,,,No,,
d15,freehand,46,Shatter,,,,0%,,,0,,,,,0.23,6.68,0,13.56,0,1.93,0,0,0,0,0,,,,,,,,,,,,,,
d15,freehand,48,Shatter,,,,11-40%,,,0,,,,,0.27,12.95,0,5.42,0,3.57,0,0,0,0,0,,,,,,,,,,,,,,"very interesting shatter, looks like a bipolar rice grain core"
d15,freehand,54,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.2,16.81,16.81,6.74,6.39,2.38,1.79,1.34,0.65,0,0.1,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,SmallOrPartialLip,NarrowLinear,No,,
d15,freehand,57,FlakeFrag,Distal,,B6,41-60%,,RightLateral,1,Unidirectional,,,,0.29,9.96,0,17.44,0,2.12,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d15,freehand,60,Shatter,,,,41-60%,,,0,,,,,0.28,12.95,0,8.42,0,4.79,0,0,0,0,0,,,,,,,,,,,,,,
d15,freehand,68,CompFlake,,No,B1,0%,No,,3,Subradial,,Expanding,No,0.3,13.3,12.91,9.45,7.14,2.32,1.9,2.72,1.43,2.35,0,Feather,NotPrepared,,HingedRemovals,Yes,Centered,RegCurve,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d15,freehand,69,CompFlake,,No,A2,91-99%,Indeterminate,WholeDorsal,0,Indeterminate,,Other,No,0.36,6.66,6.67,16.52,16.49,2.7,2.71,4.1,0.84,0,0,Feather,Indeterminate,,None,No,NotExpressed,Indeterminate,None,HingedBulb,NoLip,Crushed,No,,
d15,freehand,74,FlakeFrag,Mesial,,Other,11-40%,,Indeterminate,0,Indeterminate,,,,0.48,17.55,0,9.38,7.68,3.02,0,0,0,0,0,,,,,,,,,,,,No,,
d15,freehand,75,FlakeFrag,Mesial,,B6,11-40%,,RightLateral,3,Subradial,,,,0.85,12.43,0,19.11,0,3.21,0,0,0,0,0,,,,,,,,,,,,No,,
d15,freehand,82,Shatter,,,,0%,,,0,,,,,0.17,13.2,0,7.68,0,2.85,0,0,0,0,0,,,,,,,,,,,,,,
d16,freehand,13,CompFlake,,No,B3,0%,No,,2,Unidirectional,,Paralell,Yes,1.34,25.74,21.64,9.68,10.02,7.11,3.7,3.12,1.23,0,3,Overshoot,NotPrepared,,LongFeatherRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,NarrowLinear,No,,
d16,freehand,16,CompFlake,,No,B1,0%,No,,1,Indeterminate,,Paralell,Yes,0.24,12.77,12.07,9.06,8.57,1.99,1.5,1.39,0.5,0,0,Feather,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ErrailuerScar,Indeterminate,ReducedToAnEdge,No,,
d16,freehand,17,CompFlake,,No,B2,11-40%,No,Distal,2,Unidirectional,,Paralell,No,0.21,12.05,11.71,7.44,7.15,1.62,1.45,2.36,0.4,0,0.1,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,None,HertzianCone,NoLip,NarrowLinear,No,,
d16,freehand,21,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Expanding,No,0.17,14.5,13.02,11.22,8.99,1.15,0.82,2.57,1.02,0,0,Feather,NotPrepared,,None,Yes,NotExpressed,Indeterminate,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d16,freehand,24,CompFlake,,No,B6,61-90%,YesPartial,LeftLateral,2,Unidirectional,,Paralell,No,3.44,27.4,24.53,25.11,17.54,7.78,7.66,6.99,2.56,3.47,0,Hinge,NotPrepared,,None,Yes,NotExpressed,Indeterminate,CompleteFissure,ShearedBulb,NoLip,Indeterminate,No,,
d16,freehand,29,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,1.3,17.93,0,15.01,14.73,5.09,0,5.08,3.49,3.83,0,,FacetedWithBulb,2,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d16,freehand,33,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,Yes,0.08,13.33,12.11,4.59,4.54,1.67,1.54,1.74,0.95,0,0.1,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d16,freehand,35,CompFlake,,No,B2,41-60%,No,Distal,3,Subradial,,Expanding,No,2.28,25.26,21.26,20.9,17.68,5.79,5.08,6.45,2.21,3.06,0.6,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,None,NoLip,QuadrangularTrapezoid,No,,
d16,freehand,36,CompFlake,,No,B3,11-40%,No,ProxRightLat,4,Subradial,,Paralell,Yes,2.13,26.1,25.19,14.47,14.48,7.29,5.86,2.4,1.32,0,2,Overshoot,NotPrepared,,LongFeatherRemovals,No,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d16,freehand,42,CompFlake,,No,B8,61-90%,YesPartial,LeftLateral,1,Unidirectional,,Paralell,No,1.51,26.25,26.01,11.05,10.9,4.3,4.31,2.73,1.87,0,0.6,Feather,NotPrepared,,None,No,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d16,freehand,45,CompFlake,,No,B1,0%,No,,1,Subradial,,Paralell,No,0.45,18.32,17.21,10.2,8.48,2.1,2.47,5.66,1.87,2.09,0,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,splintered end
d16,freehand,46,CompFlake,,No,B1,0%,No,,2,Bidirectional,,Expanding,No,0.04,12.94,12.76,8.24,7.01,1.5,1.18,1.99,0.85,0,0,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,NarrowLinear,No,,
d16,freehand,54,CompFlake,,No,B2,11-40%,No,Distal,4,Unidirectional,Parallel,Paralell,Yes,0.4,27.17,26.7,6.84,5.4,1.85,1.71,2.36,0.93,0,1.1,Feather,NotPrepared,,LongFeatherRemovals,Yes,NotExpressed,RegCurve,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d16,freehand,57,CompFlake,,No,B6,41-60%,YesPartial,RightLateral,1,Unidirectional,,Paralell,No,0,12.86,12.81,3.37,3.2,1.34,1.39,1.71,1.05,0,0.1,Feather,NotPrepared,,None,No,NotExpressed,Indeterminate,Indeterminate,Indeterminate,Indeterminate,OvularOrTriangular,No,,
d16,freehand,63,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,Yes,0.22,19.23,19.08,5.52,5.27,1.88,1.58,0.92,0.46,0,0,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,None,HertzianCone,NoLip,NarrowLinear,No,,
d16,freehand,64,FlakeFrag,Proximal,Yes,B1,0%,No,,3,Unidirectional,Convergent,,No,0.15,15.48,0,7.7,6.73,1.77,0,0,0,0,0.1,,Indeterminate,,Indeterminate,Indeterminate,NotExpressed,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,Crushed,No,,bipolar bladelet
d16,freehand,68,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,Yes,0.22,21.42,21.44,5.35,4.54,1.46,1.26,0.79,0.42,0,1,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,Punctiform,Yes,None,
d16,freehand,72,FlakeFrag,Mesial,,B7,41-60%,,RightLateral,1,Unidirectional,,,,0.12,13.75,0,4.74,3.9,2.33,0,0,0,0,0,,,,,,,,,,,,No,,
d16,freehand,73,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,0.18,11.68,0,9.9,8.44,1.58,0,1.99,0.61,0,0,,NotPrepared,,LongFeatherRemovals,Yes,NotExpressed,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d16,freehand,80,CompFlake,,No,B2,1-9%,No,Distal,2,Unidirectional,,Paralell,No,0.31,0,24.09,8.31,7.83,2.4,1.68,2.1,1.38,0,0.9,Feather,NotPrepared,,LongFeatherRemovals,Yes,NotExpressed,Double,CompleteFissure,HingedBulb,NoLip,OvularOrTriangular,No,,
d17,freehand,7,CompFlake,,No,B7,1-9%,YesComplete,RightLateral,1,Unidirectional,,Expanding,Yes,0.16,12.98,13.04,8.86,6.94,2.52,1.69,4.46,2.15,3.04,0.1,Feather,,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d17,freehand,9,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Ovoid,No,0.25,13.25,12.57,9.89,9.76,3.03,2.08,4.76,1.57,2.5,0,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d17,freehand,13,CompFlake,,No,A3,91-99%,YesComplete,Proximal,1,Subradial,,Ovoid,No,0.57,15.36,14.52,13.55,10.7,3.07,3.08,4.84,1.83,2.44,0,Feather,,,None,No,Lateral,OverhangCurveBreak,CompleteFissure,ShearedBulb,NoLip,NarrowLinear,No,,
d17,freehand,15,FlakeFrag,Proximal,,B7,11-40%,YesComplete,RightLateral,2,Subradial,,,No,0.27,13.75,0,6.2,5.23,3.52,0,2.23,1.86,0,0,,,0,None,No,NotExpressed,RegCurve,PartialFissure,None,NoLip,OvularOrTriangular,No,,
d17,freehand,22,CompFlake,,No,CoreMaintenanceFlake,1-9%,Indeterminate,Distal,2,Subradial,,Converging,Yes,0.53,23.1,22.8,9.18,7.92,3,1.55,0,0,0,1.1,Step,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,No,,very difficult to see platform attributes
d17,freehand,24,CompFlake,,No,B1,0%,No,,2,Subradial,,Converging,No,0.08,12.83,8.79,13.27,8.35,1.16,0.93,3.24,0.64,0,0,Feather,NotPrepared,,LongFeatherRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,
d17,freehand,25,CompFlake,,No,B1,0%,No,,1,Unidirectional,,Ovoid,No,0.18,10.53,9.99,10.52,10.52,1.87,1.61,6.59,0.79,0,0,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,None,HertzianCone,NoLip,NarrowCurved,No,,
d17,freehand,28,FlakeFrag,Mesial,,B7,41-60%,,RightLateral,0,Indeterminate,,,,0.11,15.84,0,5.26,4.15,2.49,1.52,0,0,0,0.5,,,,,,,,,,,,No,,
d17,freehand,28,FlakeFrag,Complete,No,B6,41-60%,YesPartial,RightLateral,1,Indeterminate,,,No,0.26,16.96,16.97,0,0,2.31,2.3,2.98,1.02,0,0.1,Axial,NotPrepared,,LongFeatherRemovals,No,NotExpressed,RegCurve,CompleteFissure,ErrailuerScar,NoLip,NarrowLinear,No,,large chunk out of lateral of the piece
d17,freehand,31,CompFlake,,No,B2,1-9%,Indeterminate,Distal,2,Unidirectional,,Paralell,No,0.08,13.38,13.66,6.16,6.15,1.3,1.46,1.34,0.45,0,0,Overshoot,NotPrepared,,LongFeatherRemovals,Yes,Indeterminate,Indeterminate,None,RipplesUndulations,NoLip,ReducedToAnEdge,No,,
d17,freehand,35,FlakeFrag,Mesial,,B1,0%,,,3,Unidirectional,Parallel,,,0.03,13.17,0,6.6,6.61,1.41,0,0,0,0,0,,,,,,,,,,,,No,,
d17,freehand,39,BrokenButNearlyComplete,Complete,No,A3,91-99%,No,WholeDorsal,0,Indeterminate,,,No,0.45,21.3,20.05,11.74,10.85,2.34,1.19,5.25,1.77,2.57,0.4,Step,ResidualFacetWithoutBulb,4,None,Yes,Centered,OverhangCurveBreak,PartialFissure,HingedBulb,NoLip,OvularOrTriangular,No,,
d17,freehand,40,Shatter,,,,41-60%,,,0,,,,,0.5,11.66,0,12.25,0,4.86,0,0,0,0,0,,,,,,,,,,,,,,
d17,freehand,42,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,No,0.22,13.69,12.37,7.97,7.94,4.23,2.34,7.44,3.88,2.11,0,Feather,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
