CoreNumber,ReductionMethod,ToolNumber,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,TechnicalCategory,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,FlakeProfile,ProfileTwisted?,Mass,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,Curvature,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,Notes
d3,freehand,50,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,0.54,13.27,0,13.08,13.16,2.67,0,2.66,1.16,0,0,,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d3,freehand,61,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,1.88,17.98,0,19.21,19.22,5.3,0,7.83,2.48,2.87,0,,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,NarrowCurved,No,,
d3,freehand,64,FlakeFrag,Distal,,B2,1-9%,,Distal,2,Unidirectional,,,,0.61,17.69,0,12.14,0,2.71,0,0,0,0,0,Axial,,,,,,,,,,,No,,
d3,freehand,71,FlakeFrag,Mesial,,B1,0%,,,4,Bidirectional,Parallel,,,0.18,11.33,0,9.61,9.2,1.35,0,0,0,0,0,,,,,,,,,,,,No,,
d3,freehand,72,CompFlake,,No,B3,0%,No,,3,Unidirectional,Parallel,Paralell,No,1.26,25.28,21.89,15.49,14.62,3.39,3.64,2.98,0.9,0,1.2,Overshoot,NotPrepared,,HingedRemovals,Yes,Indeterminate,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,ChapeauDeGendarme,No,,
d3,freehand,74,CompFlake,,No,B1,0%,YesComplete,,3,Unidirectional,Parallel,Ovoid,No,0.53,17.57,11.83,18.5,17.01,2.57,2.04,10.49,1.74,2.5,0.3,Feather,,,None,Yes,Lateral,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d3,freehand,76,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,Yes,0.36,21.15,18,12.83,8.58,2.76,2.15,2.12,0.81,0,0.9,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,Indeterminate,None,HertzianCone,NoLip,NarrowLinear,No,,
d3,freehand,76,FlakeFrag,Distal,,B1,0%,,,3,Unidirectional,Parallel,,,0.53,16.82,0,11.99,0,3.24,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d3,freehand,97,CompFlake,,No,B1,0%,YesComplete,,3,Unidirectional,Convergent,Converging,No,0.36,21.83,21.21,8.02,8,2.58,1.78,4.01,1.2,0,0.3,Feather,,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d3,freehand,114,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,Yes,0.29,23.21,18.38,6.87,5.92,2.44,1.49,3.94,1.97,0,1,Feather,FacetedWithBulb,2,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d3,freehand,118,FlakeFrag,Mesial,,B1,1-9%,,DistalRightLat,1,Unidirectional,,,,0.06,13.95,0,8.04,7.53,1.26,0,0,0,0,0,,,,,,,,,,,,No,,
d3,freehand,122,FlakeFrag,Distal,,B6,11-40%,,RightLateral,1,Unidirectional,,,,0.16,13.58,0,11.02,0,1.38,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d4,freehand,27,FlakeFrag,Proximal,No,B6,1-9%,Yes,RighLateral,3,Undirectional,Parallel,Paralell,No,1.33,19.78,0,19.56,0,3.4,0,7.76,2.22,2.76,0,Axial,FacetedWithBulb,1,None,Yes,Lateral,RegCurve,None,ErrailuerScar,NoLip,Rectilinear,No,,
d4,freehand,3,CompFlake,,No,B1,0%,No,,5,Subradial,,Converging,No,1.51,27.83,27.81,11.08,11.06,5.77,5.18,7.48,3.78,3.59,0,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d4,freehand,10,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Converging,No,1.81,28.46,28.46,19.35,15.63,3.2,3.48,4.25,2.51,2.58,0.4,Splintered,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d4,freehand,21,FlakeFrag,Proximal,,A3,61-90%,No,WholeDorsal,2,Unidirectional,,,No,1.76,21.25,0,24.33,21.34,5.62,0,5.27,1.78,0,0,,NotPrepared,,None,No,Lateral,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d4,freehand,23,FlakeFrag,Distal,,B2,11-40%,,DistalRightLat,3,Unidirectional,Convergent,,,2.47,20.32,0,22.31,0,5.08,0,0,0,0,0,Axial,,,,,,,,,,,No,,
d4,freehand,39,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.44,24.23,24.19,11.8,8.06,4.24,1.85,4.81,2.73,3.37,0.1,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d4,freehand,40,FlakeFrag,Distal,,B2,1-9%,,Distal,2,Unidirectional,,,,0.27,21.86,0,7.91,0,2.59,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d4,freehand,46,CompFlake,,No,B1,0%,No,,3,Subradial,,Paralell,No,0.35,0,13.99,10.88,9.75,2.2,1.41,1.28,1.46,0,0.1,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,HertzianCone,NoLip,Indeterminate,No,,
d4,freehand,48,CompFlake,,No,B2,11-40%,No,DistalRightLat,2,Unidirectional,,Expanding,Yes,0.78,26.34,25.34,13.55,12.26,1.58,2.79,2.73,1.17,0,0.3,Feather,FacetedWithBulb,1,None,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d4,freehand,54,FlakeFrag,Distal,,B1,0%,,,4,Bidirectional,Parallel,,,0.56,19.25,0,13.73,0,6.95,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d4,freehand,58,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Expanding,Yes,0.26,16.8,16.44,7.78,6.03,1.34,1.3,1.76,0.73,0,0,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,None,NoLip,NarrowLinear,No,,
d4,freehand,60,FlakeFrag,Distal,,B1,0%,,,2,Unidirectional,,,,0.21,15.66,0,6.6,0,1.08,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d4,freehand,65,FlakeFrag,Proximal,,B6,1-9%,No,WholeDorsal,2,Unidirectional,,,No,0.17,11.85,0,10.06,7.93,2.23,0,3.4,1.52,2.14,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,None,LargeContinuousLip,OvularOrTriangular,No,,
d4,freehand,67,FlakeFrag,Distal,,B2,11-40%,,Distal,2,Unidirectional,,,,0.17,19.4,0,10.3,0,1.52,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d4,freehand,70,FlakeFrag,Mesial,,B6,41-60%,,LeftLateral,1,Unidirectional,,,,0.2,13.3,0,9.92,7.57,2.5,0,0,0,0,0,,,,,,,,,,,,No,,
d4,freehand,72,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.13,7.37,0,12.41,0,2.05,0,4.43,1.33,0,0,,FacetedWithBulb,4,LateralNotching,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d4,freehand,73,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,Yes,0.13,10.55,0,5.34,5.32,2.8,0,5.65,2.25,0,0,,FacetedWithBulb,,None,Yes,NotExpressed,Double,Indeterminate,Indeterminate,NoLip,OvularOrTriangular,No,,
d4,freehand,75,FlakeFrag,Proximal,,B1,0%,Indeterminate,,2,Unidirectional,,,No,0.11,15.28,0,5.16,4.42,2.02,0,0,0.97,0,0,,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,None,HingedBulb,Indeterminate,Crushed,No,,
d4,freehand,77,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.18,10.05,0,11.73,10.18,2.23,0,6.31,2.09,2.05,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d4,freehand,78,CompFlake,,Indeterminate,B7,0%,No,,2,Subradial,,Other,Yes,0.2,15.84,15.84,7.65,6.36,1.6,1.27,1.66,0.46,0,0.3,Hinge,Indeterminate,,None,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,ReducedToAnEdge,No,,
d5,freehand,14,CompFlake,,No,B2,11-40%,No,Distal,2,Radial,,Ovoid,No,2.28,21.98,20.46,23.23,21.22,8.25,5.31,9.29,4.03,3.88,0.2,Feather,FacetedWithBulb,2,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d5,freehand,18,CompFlake,,No,B4,1-9%,No,Distal,3,Unidirectional,Convergent,Paralell,No,1.71,35.7,34.71,15.77,11.77,3.51,2.98,9.13,2.65,2.52,1.1,Overshoot,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d5,freehand,20,CompFlake,,No,B1,1-9%,No,Distal,3,Unidirectional,Parallel,Converging,No,1.12,30.28,30.63,13.77,13.75,4.89,4.88,5.44,0.53,0,0,Step,Indeterminate,,HingedRemovals,Yes,Indeterminate,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowCurved,No,,
d5,freehand,23,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,No,1.29,23.94,23.32,14.7,14.55,4.04,3.43,7.1,1.03,0,0.2,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,CompleteFissure,HertzianCone,NoLip,NarrowLinear,No,,
d5,freehand,25,CompFlake,,No,B1,1-9%,No,Distal,6,Subradial,,Converging,No,4.78,39.1,36.45,22.58,20.52,5.3,4.76,14.85,3.02,3.5,0,Axial,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,CompleteFissure,ShatteredBulb,NoLip,Crushed,No,,
d5,freehand,28,CompFlake,,No,B6,41-60%,No,RightLateral,1,Unidirectional,,Converging,No,0.27,21.97,21.95,9.82,9.81,4.1,2.26,3.32,2.32,2.52,0.8,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,OvularOrTriangular,No,,
d5,freehand,31,CompFlake,,No,B1,0%,No,,5,Unidirectional,Parallel,Paralell,No,1.27,23.75,23.54,18.27,14.93,3.82,3.21,5.95,1.89,2.56,0.1,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d5,freehand,32,CompFlake,,No,B1,0%,No,,3,Unidirectional,Parallel,Ovoid,No,1.16,16.74,16.22,21.57,20.12,4.07,4,4.75,2.21,2.64,0,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d5,freehand,39,FlakeFrag,RightLateral,No,B1,0%,Indeterminate,,3,Unidirectional,Convergent,,No,0.22,18.67,18.67,7.32,0,1.46,1.34,0,0,0,0,,Indeterminate,,Indeterminate,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,No,,
d5,freehand,43,BrokenButNearlyComplete,Complete,No,B1,0%,No,,2,Unidirectional,,,Yes,0.14,17.37,17.02,6.83,4.58,1.74,1.38,3.47,1.42,0,0.3,Step,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowCurved,No,,
d5,freehand,44,FlakeFrag,Proximal,,B7,11-40%,No,RightLateral,1,Unidirectional,,,No,0.3,17.87,0,8.67,8.35,2.6,0,4.99,2.43,2.58,0,,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,
d5,freehand,47,CompFlake,,No,B1,0%,No,,4,Subradial,,Paralell,Yes,0.42,22.52,22.09,13.72,13.55,2.41,2.05,2.75,0.79,0,1.1,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,CompleteFissure,ErrailuerScar,NoLip,NarrowLinear,No,,
d5,freehand,51,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,Yes,0.66,20.71,0,11.12,11.08,2.92,0,3.71,0.98,0,0.5,,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,PartialFissure,HertzianCone,NoLip,NarrowLinear,No,,
d5,freehand,52,BrokenButNearlyComplete,Complete,No,B1,0%,No,,3,Unidirectional,Convergent,,No,0.37,17.44,17.43,13.78,10.21,2.24,1.91,5.9,1.76,2.59,0.9,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d5,freehand,57,FlakeFrag,Mesial,,B1,0%,,,2,Unidirectional,,,,0.14,13.45,0,5.12,5.12,1.34,0,0,0,0,0,,,,,,,,,,,,Yes,None,
d5,freehand,74,FlakeFrag,Mesial,,B1,0%,,,3,Unidirectional,Parallel,,,0.15,12.98,0,10.21,10.01,1.42,0,0,0,0,0,,,,,,,,,,,,No,,
d5,freehand,78,CompFlake,,No,B1,0%,No,,5,Unidirectional,Parallel,Converging,No,0.72,31.11,31.11,12.87,10.04,2.54,1.76,7.06,1.06,0,1,Feather,NotPrepared,,None,Indeterminate,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,NarrowCurved,No,,
d5,freehand,80,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,No,0.03,13.54,13.56,5.86,5.49,1.22,0.71,1.38,0.86,0,0.4,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,great little bladelet
d5,freehand,83,CompFlake,,No,B1,0%,YesPartial,,2,Unidirectional,,Ovoid,No,0.3,12.66,12.91,12.5,11.01,2.9,2.4,4.77,0.97,0,0,Feather,NotPrepared,,None,Indeterminate,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,
d5,freehand,85,FlakeFrag,Distal,,B1,0%,,,3,Unidirectional,Parallel,,,0.11,18.18,0,8.09,0,1.13,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d6,freehand,19,CompFlake,,No,B1,0%,No,,3,Subradial,,Ovoid,No,0.75,17.56,17.1,15.53,12.06,4.06,2.85,8.98,3.55,4.12,0.2,Feather,ResidualFacetWithoutBulb,3,LongFeatherRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,24,CompFlake,,No,B2,41-60%,No,Distal,1,Unidirectional,,Expanding,No,0.82,17.23,12.71,19.19,13.77,3.48,3.24,3.88,1.83,2.13,0.2,Feather,NotPrepared,,None,No,NotExpressed,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,30,CompFlake,,No,B1,0%,No,,3,Bidirectional,Convergent,Paralell,No,0.26,13.05,13.04,11.34,10.5,3.09,2.43,7.34,2.65,3.76,0.4,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,36,FlakeFrag,Mesial,,B1,0%,,,2,Unidirectional,,,,0.12,14.63,0,6.21,5.56,1.36,0,0,0,0,0,,,,,,,,,,,,No,,
d6,freehand,37,CompFlake,,No,B1,0%,No,,2,Subradial,,Converging,No,0.69,16.32,16.33,13.62,11.41,4.83,3.1,8.29,4.82,3.42,0.1,Feather,NotPrepared,,HingedRemovals,No,Lateral,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d6,freehand,42,AlmostComplete,Complete,No,B1,0%,No,,3,Unidirectional,Parallel,,No,0.92,24.7,24.41,13.71,11.57,3.42,2.81,6.75,2.84,3.03,1.1,Axial,NotPrepared,,HingedRemovals,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d6,freehand,46,FlakeFrag,Proximal,,B1,1-9%,No,DistalLeftLat,2,Unidirectional,,,No,1.41,23.36,0,16.6,13.32,3.9,0,4.71,1.93,0,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,Double,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d6,freehand,47,CompFlake,,Yes,B7,11-40%,YesPartial,LeftLateral,1,Unidirectional,,Paralell,No,0.61,16.46,16.57,10.96,10.66,3.97,3.45,6.21,1.33,0,0,Hinge,Indeterminate,,HingedRemovals,Yes,NotExpressed,Indeterminate,CompleteFissure,ErrailuerScar,NoLip,Crushed,No,,bipolar-like flake (platform area)
d6,freehand,48,CompFlake,,No,B1,0%,No,,3,Unidirectional,Convergent,Converging,No,1.41,30.12,28.81,12.77,11.44,5.95,4.28,11.05,5.88,4.88,0.8,Feather,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,CompleteFissure,ShatteredBulb,NoLip,OvularOrTriangular,No,,
d6,freehand,51,CompFlake,,No,B10,11-40%,No,RightLateral,1,Indeterminate,,Paralell,No,1.01,23.29,14.6,14.83,15.64,3.56,3.49,4.92,2.33,2.94,0.2,Axial,NotPrepared,,HingedRemovals,No,NotExpressed,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d6,freehand,58,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Expanding,No,0.81,15.03,13.11,18.61,16.44,3.6,2.96,5.58,2.3,2.89,0.2,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,Rectillinear,CompleteFissure,Crushing,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,63,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Paralell,No,0.32,14.63,7.27,14.91,8.31,4.76,2.65,9.84,3.94,3.25,0,Feather,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,CompleteFissure,HingedBulb,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,64,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,0.95,14.45,0,13.66,13.5,4.65,0,8.81,2.99,3.56,0,,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,PartialFissure,HingedBulb,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,65,CompFlake,,No,A2,100%,No,WholeDorsal,0,Indeterminate,,Ovoid,No,0.58,11.58,9.19,18.72,18.16,3.66,2.49,7.59,3.83,2.78,0,Feather,NotPrepared,,None,No,Lateral,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,80,CompFlake,,No,B1,0%,No,,3,Subradial,,Converging,No,0.16,15.06,14.84,8.88,6.56,1.82,1.51,1.93,1.01,0,0.3,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,PartialFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d6,freehand,81,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.46,11.16,0,15.82,13.01,3.84,0,7.05,3.12,2.97,0,,FacetedWithBulb,2,HingedRemovals,Yes,Lateral,OverhangCurveBreak,PartialFissure,HingedBulb,NoLip,QuadrangularTrapezoid,No,,
d6,freehand,82,FlakeFrag,Proximal,,B1,0%,Indeterminate,,3,Unidirectional,Parallel,,No,0.18,13.37,0,6.78,5.56,1.58,0,0,0,0,0,,Indeterminate,,HingedRemovals,Yes,Indeterminate,Indeterminate,Indeterminate,Indeterminate,Indeterminate,ReducedToAnEdge,No,,
d6,freehand,83,CompFlake,,No,B2,11-40%,No,Distal,2,Subradial,,Paralell,No,0.31,11.44,11.3,12.08,10.55,2.57,2.58,4.03,1.23,1.61,0.2,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,ChapeauDeGendarme,No,,
d6,freehand,84,FlakeFrag,Proximal,,B1,0%,No,,3,Unidirectional,Parallel,,No,0.09,10.18,0,10.75,10.15,1.49,0,3.34,0.83,0,0,,NotPrepared,,None,Yes,NotExpressed,Indeterminate,CompleteFissure,HingedBulb,NoLip,Crushed,No,,
d6,freehand,94,FlakeFrag,DistalLeftLat,,B1,0%,,,2,Indeterminate,,,,0.32,11.48,0,11.43,0,1.8,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d7,freehand,6,FlakeFrag,Proximal,,B1,1-9%,No,DistalLeftLat,3,Subradial,,,No,1.93,28.43,0,12.56,12.55,4.7,0,4,1.45,3.38,1.5,,NotPrepared,,LateralNotching,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d7,freehand,10,CompFlake,,No,B4,1-9%,No,DistalRightLat,3,Unidirectional,Parallel,Expanding,No,3.68,32.12,29.48,31.54,17.25,4.72,3.4,7.49,2.82,3,1,Overshoot,NotPrepared,,None,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d7,freehand,12,Shatter,,,,0%,,,0,,,,,3.4,27.85,0,19.06,0,12.29,0,0,0,0,0,,,,,,,,,,,,,,
d7,freehand,14,FlakeFrag,Distal,,B6,11-40%,,RightLateral,2,Unidirectional,,,,2.65,20.5,0,26.31,0,5.33,0,0,0,0,0,Axial,,,,,,,,,,,No,,
d7,freehand,20,CompFlake,,No,B1,1-9%,No,DistalLeftLat,2,Unidirectional,,Converging,No,2.22,28.17,27.41,20.54,20.36,4.52,4.36,5.09,3.2,3.19,0.2,Feather,NotPrepared,,LateralNotching,Yes,Centered,OverhangCurveBreak,CompleteFissure,ErrailuerScar,NoLip,OvularOrTriangular,No,,
d7,freehand,22,FlakeFrag,Distal,,B7,11-40%,,RightLateral,1,Unidirectional,,,,0.11,15.03,0,6.78,0,2.3,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d7,freehand,25,BrokenButNearlyComplete,Complete,No,B1,0%,No,,2,Unidirectional,,,No,0.68,31.98,31.32,9.45,8.3,2.38,1.93,2.21,1.09,0,1,Step,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,
d7,freehand,27,CompFlake,,Indeterminate,A3,61-90%,No,RightLateral,1,Unidirectional,,Converging,No,1.76,30.49,29.94,17.42,16,5.39,2.95,5.58,2.25,0,1,Feather,NotPrepared,,HingedRemovals,Yes,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,NoLip,QuadrangularTrapezoid,No,,
d7,freehand,32,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.98,14.72,0,15.74,15.72,5.78,0,10.22,6.14,2.34,0,,NotPrepared,,LongFeatherRemovals,Yes,Centered,OverhangCurveBreak,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d7,freehand,37,FlakeFrag,Mesial,,B1,0%,,,2,Unidirectional,,,,0.12,15.83,0,5.17,5.13,1.73,0,0,0,0,0,,,,,,,,,,,,No,,
d7,freehand,38,CompFlake,,No,B1,0%,No,,2,Unidirectional,,Converging,No,0.85,31.65,31.42,11.64,11.21,2.57,2.32,2.55,0.98,1.54,0,Feather,NotPrepared,,LateralNotching,Yes,Centered,RegCurve,PartialFissure,HertzianCone,NoLip,OvularOrTriangular,No,,
d7,freehand,47,CompFlake,,No,B7,1-9%,No,DistalLeftLat,1,Subradial,,Paralell,No,3,31.26,31.81,15.67,13.13,7.16,5.48,8.05,2.74,3.36,1,Overshoot,NotPrepared,,HingedRemovals,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d7,freehand,48,FlakeFrag,Proximal,,B6,11-40%,No,MesialRightLat,1,Unidirectional,,,No,0.89,12.96,0,17.4,13.97,3.93,0,2.44,0.87,0,0,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,
d7,freehand,54,FlakeFrag,Proximal,,B1,1-9%,No,DistalLeftLat,4,Unidirectional,Parallel,,No,1.25,17.93,0,18.14,17.15,3.44,0,11.27,1.45,1.81,0,,NotPrepared,,LongFeatherRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowCurved,No,,
d7,freehand,57,CompFlake,,No,B1,0%,No,,4,Radial,,Expanding,No,0.77,24.42,23.74,15.79,11.16,2.65,2.67,4.17,1.78,1.85,0.3,Feather,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,None,None,NoLip,OvularOrTriangular,No,,
d7,freehand,62,CompFlake,,Yes,B6,41-60%,Indeterminate,LeftLateral,1,Unidirectional,,Converging,No,0.62,19.17,17.88,11.23,11.22,3.2,2.93,0,0,0,0,Feather,Indeterminate,,Indeterminate,Indeterminate,Indeterminate,Indeterminate,CompleteFissure,ShearedBulb,Indeterminate,Crushed,No,,
d7,freehand,72,FlakeFrag,Distal,,B1,0%,,,3,Unidirectional,Parallel,,,0.25,15.29,0,14.47,0,1.26,0,0,0,0,0,Feather,,,,,,,,,,,No,,
d7,freehand,77,FlakeFrag,Proximal,,Other,0%,No,,0,Indeterminate,,,No,0.53,13.76,0,16.99,0,3.65,0,9.28,2.19,2.6,0,,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,CompleteFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,
d7,freehand,85,FlakeFrag,Proximal,,B1,0%,No,,2,Unidirectional,,,No,0.08,12.01,0,6.42,5.39,1.47,0,1.56,0.57,0,0,,NotPrepared,,HingedRemovals,Yes,Indeterminate,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,
d7,freehand,93,CompFlake,,No,B1,0%,No,,1,Unidirectional,,Converging,No,0.14,12.89,12.57,10,6.73,1.78,0.92,2.55,0.55,0,0.1,Splintered,NotPrepared,,HingedRemovals,No,Indeterminate,Indeterminate,None,HertzianCone,NoLip,NarrowCurved,No,,
d8,freehand,3,FlakeFrag,Proximal,,A3,91-99%,YesComplete,WholeDorsal,1,Indeterminate,,,No,13.89,30.08,0,32.27,29.13,14.59,0,14.45,6.01,3.8,0,,,,None,No,Centered,OverhangCurveBreak,None,HingedBulb,NoLip,OvularOrTriangular,No,,
d8,freehand,13,CompFlake,,Yes,B7,1-9%,No,DistalLeftLat,3,Unidirectional,Convergent,Converging,No,0.65,19.75,18.46,14.24,14.21,2.39,2.48,9.16,0.67,0,0.8,Step,Indeterminate,,None,Indeterminate,NotExpressed,Indeterminate,CompleteFissure,ShearedBulb,NoLip,ReducedToAnEdge,No,,
d8,freehand,14,Shatter,,,,0%,,,0,,,,,0.58,10.9,0,17.06,0,4.44,0,0,0,0,0,,,,,,,,,,,,,,
