"","CoreNumber","Flaking.condition","Raw_material","Completeness","ReboundForce","Mass","MaxLength","TechLength","MaxWidth","MaxThickness","MarksVentralSurface","PlatformMorphology"
"901","c14","bipolar","flint","Complete","No",0.16,14.07,14.07,12.11,2.72,"Other","Shaped"
"902","c14","bipolar","flint","Complete","Yes",1.04,13.04,13.02,14.53,9.92,"Other","Crushed"
"903","c14","bipolar","flint","Complete","Yes",1.29,10.46,10.26,13.64,8.07,"Other","Shaped"
"904","c14","bipolar","flint","Complete",NA,0.23,10.95,8.81,13.63,1.4,"Crushing","Crushed"
"905","c14","bipolar","flint","Complete",NA,1.09,12.18,12.17,17.22,5.46,"Crushing","Crushed"
"906","c14","bipolar","flint","Complete",NA,1.55,14.2,14.19,11.79,11.46,"Crushing","Crushed"
"907","c14","bipolar","flint","Complete",NA,1.56,14.97,14.98,15.57,7.01,"Other","Shaped"
"908","c14","bipolar","flint","Fragment","Yes",0.34,12.73,NA,12.94,2.73,NA,NA
"909","c14","bipolar","flint","Fragment","No",0.17,8.5,NA,9.69,2.23,"Crushing","Crushed"
"910","c14","bipolar","flint","Fragment","Yes",0.16,10.59,NA,12.07,1.65,"Other","Shaped"
"911","c14","bipolar","flint","Fragment","Yes",0.2,8.43,NA,11.35,3.67,"ShearedBulb","Crushed"
"912","c14","bipolar","flint","Fragment","Yes",0.23,5.71,NA,16.93,2.68,"Other","Shaped"
"913","c14","bipolar","flint","Fragment","Yes",0.64,13.89,NA,18.01,3.48,"Other","Shaped"
"914","c14","bipolar","flint","Fragment",NA,0.06,13.24,NA,4.55,1.03,"Other","Shaped"
"915","c14","bipolar","flint","Fragment",NA,0.27,15.53,NA,7.81,1.65,"Other","Crushed"
"916","c14","bipolar","flint","Fragment",NA,0.29,15.72,NA,7.6,2.11,"Other","Shaped"
"917","c14","bipolar","flint","Fragment",NA,9.01,26.13,NA,29.93,10.14,"ShearedBulb","Crushed"
"918","c14","bipolar","flint","Fragment",NA,0.03,11.07,NA,3.68,0.92,NA,NA
"919","c14","bipolar","flint","Fragment",NA,0.05,9.16,NA,7.55,0.94,NA,NA
"920","c14","bipolar","flint","Fragment",NA,0.13,16.22,NA,6.72,3.92,NA,NA
"921","c14a","bipolar","flint","Complete","Yes",0.28,16.09,16.08,9.39,2.91,"Other","Crushed"
"922","c14a","bipolar","flint","Complete","Yes",0.29,16.95,16.94,9.72,3.68,"Other","Shaped"
"923","c14a","bipolar","flint","Complete",NA,0.14,13.9,13.89,6.16,1.56,"Other","Shaped"
"924","c14a","bipolar","flint","Complete",NA,0.23,14.37,14.37,11.7,2.35,"Other","Shaped"
"925","c14a","bipolar","flint","Complete",NA,0.38,14.5,13.88,8.77,2.38,"ShearedBulb","Shaped"
"926","c14a","bipolar","flint","Complete",NA,0.5,15.98,13.39,7.62,5.24,"Other","Shaped"
"927","c14a","bipolar","flint","Complete",NA,0.63,17.16,17.15,8.92,4.32,"Other","Shaped"
"928","c14a","bipolar","flint","Complete",NA,2.81,27.13,27.12,18.61,5.77,"Other","Crushed"
"929","c14a","bipolar","flint","Fragment",NA,4.48,30.73,22.92,27.63,15.35,"Other","Crushed"
"930","c14a","bipolar","flint","Fragment","Yes",0.19,7.3,NA,12.55,1.72,NA,NA
"931","c14a","bipolar","flint","Fragment","Yes",0.34,11.76,NA,7.06,3.18,NA,NA
"932","c14a","bipolar","flint","Fragment","Yes",0.16,8.32,NA,17.9,2.29,"Other","Crushed"
"933","c14a","bipolar","flint","Fragment","Yes",3.91,20.8,NA,23.45,8.65,"Other","Shaped"
"934","c14a","bipolar","flint","Fragment",NA,0.03,10.44,NA,7.32,1.07,"Other","Crushed"
"935","c14a","bipolar","flint","Fragment","Yes",0.04,13.73,NA,4.85,0.81,NA,NA
"936","c14a","bipolar","flint","Fragment","Yes",0.21,13.73,NA,5.77,5.08,NA,NA
"937","c14a","bipolar","flint","Fragment",NA,0.1,14.7,NA,7.04,1.73,NA,NA
"938","c14a","bipolar","flint","Fragment",NA,0.37,11.87,NA,10.49,3.68,NA,NA
"939","c14a","bipolar","flint","Fragment",NA,1.08,20.98,NA,20.47,3.82,NA,NA
"940","c14a","bipolar","flint","Fragment",NA,1.73,24.13,NA,22.54,2.73,NA,NA
"941","c15","bipolar","flint","Complete","Yes",0.17,13.42,13.39,5.58,2.47,"Other","Crushed"
"942","c15","bipolar","flint","Complete","Yes",0.26,17.43,17.42,7.44,2.04,"ShearedBulb","Crushed"
"943","c15","bipolar","flint","Complete","Yes",0.28,19.09,19.09,10.93,2.1,"Other","Crushed"
"944","c15","bipolar","flint","Complete","Yes",0.32,20.94,15.15,12.35,2.27,"Crushing","Crushed"
"945","c15","bipolar","flint","Complete","Yes",0.49,16.27,16.27,11.2,3.76,"Other","Shaped"
"946","c15","bipolar","flint","Complete","Yes",0.52,16.96,16.96,8.77,3.86,"Other","Shaped"
"947","c15","bipolar","flint","Complete","Yes",1.17,21.35,21.34,13.02,4.84,"ShearedBulb","Shaped"
"948","c15","bipolar","flint","Fragment","Yes",0.4,17.42,NA,6.34,3.6,NA,NA
"949","c15","bipolar","flint","Fragment",NA,5,31,30.99,24.2,5.31,"ShearedBulb","Crushed"
"950","c15","bipolar","flint","Fragment",NA,0.05,9.71,NA,4.75,1.54,"Other","Shaped"
"951","c15","bipolar","flint","Fragment",NA,0.06,10.95,NA,4.15,1.36,"ShearedBulb","Crushed"
"952","c15","bipolar","flint","Fragment",NA,0.08,10.07,NA,6.02,2.06,"ShearedBulb","Crushed"
"953","c15","bipolar","flint","Fragment",NA,0.11,12.96,NA,6.66,1.26,"Other","Crushed"
"954","c15","bipolar","flint","Fragment",NA,0.15,11.31,NA,6.88,1.41,"Other","Crushed"
"955","c15","bipolar","flint","Fragment",NA,0.23,11.33,NA,13.06,1.2,"ShearedBulb","Crushed"
"956","c15","bipolar","flint","Fragment",NA,1.28,16.13,NA,13.3,5.94,"ShearedBulb","Crushed"
"957","c15","bipolar","flint","Complete","Yes",0.23,13.54,13.53,6.94,1.55,"ShearedBulb","Crushed"
"958","c15","bipolar","flint","Fragment",NA,0.09,12.64,NA,14.07,1.24,NA,NA
"959","c15","bipolar","flint","Fragment",NA,0.38,14.19,NA,8.93,5.46,NA,NA
"960","c15","bipolar","flint","Fragment",NA,0.41,14.22,NA,10.46,3.41,NA,NA
"961","c16","bipolar","flint","Complete","No",0.05,13.44,13.42,4.02,1.96,"Other","Shaped"
"962","c16","bipolar","flint","Complete","Yes",0.05,10.88,10.88,3.42,1.72,"Other","Crushed"
"963","c16","bipolar","flint","Complete","Yes",0.17,13.51,13.51,7.95,2.66,"Other","Shaped"
"964","c16","bipolar","flint","Complete","Yes",0.21,12.97,12.99,8.39,2.47,"Other","Crushed"
"965","c16","bipolar","flint","Complete","Yes",0.38,16.55,14.18,13.39,2.21,"ShearedBulb","Crushed"
"966","c16","bipolar","flint","Complete","Yes",0.39,11.87,11.87,8.57,4.64,"ShearedBulb","Crushed"
"967","c16","bipolar","flint","Complete","Yes",0.49,18.94,18.95,9.29,4.73,"ShearedBulb","Shaped"
"968","c16","bipolar","flint","Complete","Yes",0.74,15.37,14.87,13.43,3.54,"Other","Shaped"
"969","c16","bipolar","flint","Complete","Yes",1.09,13.74,13.74,15.71,5.11,"ShearedBulb","Crushed"
"970","c16","bipolar","flint","Complete","Yes",1.33,17.15,17.16,20.76,3.81,"Other","Shaped"
"971","c16","bipolar","flint","Complete","Yes",1.54,22.11,22.11,12.04,5.22,"Crushing","Crushed"
"972","c16","bipolar","flint","Complete","Yes",1.81,19.84,19.81,11.92,6.41,"Other","Shaped"
"973","c16","bipolar","flint","Fragment",NA,0.04,11.72,NA,4.43,1.43,"Other","Shaped"
"974","c16","bipolar","flint","Fragment",NA,0.14,10.38,NA,6.48,2.1,"Other","Crushed"
"975","c16","bipolar","flint","Fragment",NA,2.23,17.42,NA,23.01,6.09,"Other","Shaped"
"976","c16","bipolar","flint","Fragment",NA,0.09,12.15,NA,3.23,1.41,NA,NA
"977","c16","bipolar","flint","Fragment",NA,0.11,6.87,NA,10.38,1.79,NA,NA
"978","c16","bipolar","flint","Fragment",NA,0.35,14.24,NA,8.77,4.78,NA,NA
"979","c16","bipolar","flint","Fragment",NA,0.39,13.4,NA,11.91,4.04,NA,NA
"980","c16","bipolar","flint","Fragment",NA,0.84,17.92,NA,11.99,5.26,NA,NA
"981","c17","bipolar","flint","Complete","No",0.22,15.8,15.81,5.6,2.47,"Other","Crushed"
"982","c17","bipolar","flint","Complete","No",0.22,16.49,16.49,6.48,2.17,"Other","Crushed"
"983","c17","bipolar","flint","Complete","No",0.43,15.82,15.81,11.19,3.5,"Other","Shaped"
"984","c17","bipolar","flint","Complete","Yes",0.23,11.43,11.42,5.65,2.04,"Other","Shaped"
"985","c17","bipolar","flint","Complete","Yes",0.97,18.9,18.9,20.6,3.94,"Other","Shaped"
"986","c17","bipolar","flint","Complete","Yes",1.48,20.32,20.31,12.12,7.9,"Other","Shaped"
"987","c17","bipolar","flint","Complete",NA,0.29,10.44,10.41,9.57,2.09,"ShearedBulb","Shaped"
"988","c17","bipolar","flint","Complete",NA,0.52,18.7,18.66,8.94,3.93,"Other","Shaped"
"989","c17","bipolar","flint","Fragment",NA,0.74,24.93,25.02,10.22,4.78,"Other","Shaped"
"990","c17","bipolar","flint","Fragment","Yes",0.41,10.32,NA,13.74,2.88,"Other","Crushed"
"991","c17","bipolar","flint","Fragment",NA,0.08,8.79,NA,7.47,0.77,"Crushing","Crushed"
"992","c17","bipolar","flint","Fragment",NA,0.13,13.11,NA,7.02,2.33,"Other","Shaped"
"993","c17","bipolar","flint","Fragment",NA,0.15,9.1,NA,9.12,1.6,"ShearedBulb","Shaped"
"994","c17","bipolar","flint","Complete","No",0.73,15.66,NA,18.1,4.57,"Other","Shaped"
"995","c17","bipolar","flint","Complete","Yes",0.19,14.18,14.17,7.33,1.24,"Other","Shaped"
"996","c17","bipolar","flint","Fragment","No",0.18,14.71,NA,8.13,1.39,"Other","Shaped"
"997","c17","bipolar","flint","Fragment","No",2.84,18.09,NA,18.69,8.43,NA,NA
"998","c17","bipolar","flint","Fragment","Yes",1.41,NA,NA,15.48,7.87,NA,NA
"999","c17","bipolar","flint","Fragment",NA,0.4,11.29,NA,6.75,4.23,NA,NA
"1000","c17","bipolar","flint","Fragment",NA,0.57,12.66,NA,9.3,4.86,NA,NA
"1001","c18","bipolar","flint","Complete","Yes",0.01,14.94,13.42,5.67,1.22,"Other","Shaped"
"1002","c18","bipolar","flint","Complete","Yes",0.07,15.1,14.88,5.37,1.64,"Other","Shaped"
"1003","c18","bipolar","flint","Complete","Yes",0.34,16.53,14.21,10.07,2.89,"Other","Shaped"
"1004","c18","bipolar","flint","Complete","Yes",0.53,11.83,9.07,18.94,3.25,"Other","Shaped"
"1005","c18","bipolar","flint","Complete","Yes",0.55,18.28,18.27,12.07,3.27,"Other","Shaped"
"1006","c18","bipolar","flint","Complete","Yes",0.56,20.56,20.55,12.12,2.88,"ShearedBulb","Shaped"
"1007","c18","bipolar","flint","Complete","Yes",1.24,15.7,10.69,19.29,5.88,"Other","Shaped"
"1008","c18","bipolar","flint","Complete","Yes",1.7,16.33,16.28,11.43,11.88,"Other","Crushed"
"1009","c18","bipolar","flint","Complete","Yes",2.05,14.68,11.83,NA,7.26,"ShearedBulb","Shaped"
"1010","c18","bipolar","flint","Complete",NA,1.33,15.73,15.72,13,5.65,"ShearedBulb","Shaped"
"1011","c18","bipolar","flint","Fragment","Yes",0.05,9.54,NA,2.38,0.93,NA,NA
"1012","c18","bipolar","flint","Fragment",NA,0.05,10.16,NA,4.1,1.3,NA,NA
"1013","c18","bipolar","flint","Fragment","Yes",0.33,13.57,NA,10.81,3.19,"Other","Shaped"
"1014","c18","bipolar","flint","Fragment","Yes",0.52,13.48,NA,11.9,2.78,"Other","Shaped"
"1015","c18","bipolar","flint","Fragment","Yes",1.22,21.33,NA,14.69,6.35,NA,NA
"1016","c18","bipolar","flint","Fragment",NA,0.06,9.09,NA,7.15,1.05,NA,NA
"1017","c18","bipolar","flint","Fragment",NA,0.06,12.28,NA,9.38,2.31,NA,NA
"1018","c18","bipolar","flint","Fragment",NA,0.13,8.32,NA,14.76,1.68,NA,NA
"1019","c18","bipolar","flint","Fragment",NA,0.23,8.88,NA,7.62,3.74,NA,NA
"1020","c18","bipolar","flint","Fragment",NA,0.74,18.42,NA,11.1,4.93,NA,NA
"1021","c19","bipolar","flint","Complete","No",0.36,17.95,17.95,6.09,4.1,"Other","Shaped"
"1022","c19","bipolar","flint","Complete","No",0.41,18.6,16.12,8.61,2.19,"Other","Shaped"
"1023","c19","bipolar","flint","Complete","Yes",0.05,12.22,9.32,12.9,2.57,"Other","Shaped"
"1024","c19","bipolar","flint","Complete","Yes",0.07,13.45,13.45,5.01,1.74,"Other","Crushed"
"1025","c19","bipolar","flint","Complete","Yes",0.18,15.29,15.29,3.77,3.76,"ShearedBulb","Crushed"
"1026","c19","bipolar","flint","Complete","Yes",0.62,18.05,18.05,11.42,4.37,"Other","Crushed"
"1027","c19","bipolar","flint","Complete","Yes",0.77,16.17,16.15,10.62,6.68,"Crushing","Shaped"
"1028","c19","bipolar","flint","Complete","Yes",0.84,14.85,14.84,13.13,5.06,"Other","Crushed"
"1029","c19","bipolar","flint","Complete","Yes",0.86,21.42,21.38,11.96,4.98,"Other","Shaped"
"1030","c19","bipolar","flint","Complete","Yes",0.98,28.77,28.77,13.17,4.65,"Other","Shaped"
"1031","c19","bipolar","flint","Complete","Yes",1,22.55,21.79,9.57,3.82,"Other","Shaped"
"1032","c19","bipolar","flint","Complete","Yes",1.48,27.86,25.57,19.22,6.21,"ShearedBulb","Shaped"
"1033","c19","bipolar","flint","Complete","Yes",1.66,25.34,25.34,14.93,3.8,"Crushing","Shaped"
"1034","c19","bipolar","flint","Fragment","Yes",0.36,23.28,NA,5.93,1.68,NA,NA
"1035","c19","bipolar","flint","Fragment",NA,0.13,12.78,NA,12.03,1.28,"Other","Crushed"
"1036","c19","bipolar","flint","Complete","No",0.51,19.22,19.22,7.91,2.64,"Other","Shaped"
"1037","c19","bipolar","flint","Fragment",NA,0.22,6.58,NA,13.35,1.51,NA,NA
"1038","c19","bipolar","flint","Fragment",NA,0.29,17.17,NA,8.27,5.42,NA,NA
"1039","c19","bipolar","flint","Fragment",NA,0.38,13.94,NA,7.47,2.82,NA,NA
"1040","c19","bipolar","flint","Fragment",NA,0.9,12.77,NA,9.67,6.37,NA,NA
"1041","c20","bipolar","flint","Complete","Yes",0.03,12.33,12.32,2.14,2.15,"ShearedBulb","Crushed"
"1042","c20","bipolar","flint","Complete","Yes",0.11,11.74,11.74,5.76,1.61,"Other","Shaped"
"1043","c20","bipolar","flint","Complete","Yes",0.2,13.47,8.37,20.02,2.14,"Other","Shaped"
"1044","c20","bipolar","flint","Complete","Yes",0.22,12.37,12.36,3.99,3.01,"ShearedBulb","Shaped"
"1045","c20","bipolar","flint","Complete","Yes",0.26,15,15,8.33,4.73,"Other","Shaped"
"1046","c20","bipolar","flint","Complete","Yes",0.27,7.7,7.72,15.17,3.16,"ShearedBulb","Crushed"
"1047","c20","bipolar","flint","Complete","Yes",0.44,25.45,25.46,4.68,3.07,"Other","Shaped"
"1048","c20","bipolar","flint","Complete","Yes",0.45,24.58,24.57,7.46,2.68,"Other","Crushed"
"1049","c20","bipolar","flint","Complete","Yes",0.57,19.32,18.41,13.3,3.22,"Other","Shaped"
"1050","c20","bipolar","flint","Complete","Yes",0.66,13.41,13.4,10.23,4.14,"Other","Shaped"
"1051","c20","bipolar","flint","Complete","Yes",0.85,21.08,21.09,12.34,3.73,"ShearedBulb","Crushed"
"1052","c20","bipolar","flint","Complete","Yes",1.26,27.62,27.62,10.63,8.92,"Other","Shaped"
"1053","c20","bipolar","flint","Complete","Yes",1.51,13.09,13.11,12.13,10.1,"Other","Shaped"
"1054","c20","bipolar","flint","Complete","Yes",1.56,27.54,27.53,12.65,7,"Other","Shaped"
"1055","c20","bipolar","flint","Complete","Yes",1.99,17.8,17.78,21.6,7.73,"Other","Shaped"
"1056","c20","bipolar","flint","Fragment","Yes",2.74,23.02,NA,18.03,9.08,NA,NA
"1057","c20","bipolar","flint","Fragment",NA,0.24,13.55,NA,8.47,1.69,NA,NA
"1058","c20","bipolar","flint","Fragment",NA,0.43,18.92,NA,6.12,3.7,"ShearedBulb","Crushed"
"1059","c20","bipolar","flint","Fragment","No",0.3,14.89,NA,7.1,2.24,"Other","Crushed"
"1060","c20","bipolar","flint","Fragment",NA,0.47,14.72,NA,6.97,4.74,NA,NA
"1061","c3","bipolar","flint","Complete","No",0.15,13.25,13.24,5.63,2.75,"Other","Shaped"
"1062","c3","bipolar","flint","Complete","No",0.46,14.94,14.92,7.11,3.56,"Other","Crushed"
"1063","c3","bipolar","flint","Complete","Yes",0.4,16.93,16.94,9.86,2.98,"Other","Crushed"
"1064","c3","bipolar","flint","Complete","Yes",0.49,13.86,13.86,6.38,2.61,"Other","Shaped"
"1065","c3","bipolar","flint","Complete","Yes",0.69,14.44,14.44,8.73,5.8,"Other","Shaped"
"1066","c3","bipolar","flint","Complete","Yes",0.98,NA,17.64,12.31,4,"Crushing","Crushed"
"1067","c3","bipolar","flint","Complete",NA,0.86,27.09,27.07,18.51,3.52,"Crushing","Crushed"
"1068","c3","bipolar","flint","Complete",NA,1.42,25.13,25.1,14.97,5.99,"Other","Shaped"
"1069","c3","bipolar","flint","Fragment","Yes",0.12,12.63,NA,7.38,1.52,NA,NA
"1070","c3","bipolar","flint","Fragment",NA,0.07,15.86,NA,4.37,0.99,NA,NA
"1071","c3","bipolar","flint","Fragment",NA,0.16,9.91,NA,7.07,4.74,"Other","Shaped"
"1072","c3","bipolar","flint","Fragment",NA,0.25,6.44,NA,12.87,3.93,"Other","Shaped"
"1073","c3","bipolar","flint","Fragment",NA,0.34,13.35,NA,10.55,2.15,"Other","Shaped"
"1074","c3","bipolar","flint","Fragment",NA,0.35,10.28,NA,12.75,3.67,"Other","Crushed"
"1075","c3","bipolar","flint","Fragment",NA,0.4,14.16,NA,8.73,3.7,"Other","Shaped"
"1076","c3","bipolar","flint","Fragment",NA,0.45,14.54,NA,11.62,4.07,"Other","Shaped"
"1077","c3","bipolar","flint","Fragment",NA,1.55,21.93,NA,13.24,6.76,"Crushing","Shaped"
"1078","c3","bipolar","flint","Fragment","No",1.48,16.31,NA,13.46,8.74,NA,NA
"1079","c3","bipolar","flint","Fragment","No",2.62,24.95,NA,15.32,8.13,NA,NA
"1080","c3","bipolar","flint","Fragment",NA,0.2,14.59,NA,5.68,1.52,NA,NA
"1081","c4","bipolar","flint","Complete","No",0.39,13.16,10.1,12.76,3.01,"Other","Shaped"
"1082","c4","bipolar","flint","Complete","No",0.48,11.62,10.61,10.59,4,"Other","Shaped"
"1083","c4","bipolar","flint","Complete","No",1.2,16.9,NA,14.96,4.73,"Other","Crushed"
"1084","c4","bipolar","flint","Complete","No",10.52,36.93,35.13,34.65,7.44,"Other","Shaped"
"1085","c4","bipolar","flint","Complete","Yes",0.14,14.45,14.45,6.23,2.34,"Other","Crushed"
"1086","c4","bipolar","flint","Complete","Yes",0.2,14.2,14.17,6.26,2.67,"ShearedBulb","Shaped"
"1087","c4","bipolar","flint","Complete","Yes",0.21,16.49,16.48,6.36,2.68,"ShearedBulb","Crushed"
"1088","c4","bipolar","flint","Complete","Yes",0.25,15.68,15.61,8.43,1.96,"Other","Crushed"
"1089","c4","bipolar","flint","Complete","Yes",0.26,14.94,14.94,10.85,2.18,"Other","Shaped"
"1090","c4","bipolar","flint","Complete","Yes",0.29,16.36,16.32,6.5,2.2,"Crushing","Shaped"
"1091","c4","bipolar","flint","Fragment","Yes",0.18,16.56,NA,5.93,5.85,NA,NA
"1092","c4","bipolar","flint","Fragment","Yes",0.2,19.89,NA,9.24,1.8,NA,NA
"1093","c4","bipolar","flint","Fragment","Yes",3.13,33.66,NA,14.49,8.81,NA,NA
"1094","c4","bipolar","flint","Fragment",NA,0.14,9.5,NA,10.77,2.1,NA,NA
"1095","c4","bipolar","flint","Fragment",NA,0.51,8.59,NA,15.16,4.58,"Other","Shaped"
"1096","c4","bipolar","flint","Fragment",NA,6.76,31.62,NA,22.39,11.86,"Other","Crushed"
"1097","c4","bipolar","flint","Fragment",NA,0.22,19.08,NA,7.72,2.12,NA,NA
"1098","c4","bipolar","flint","Fragment",NA,0.25,14.85,NA,4.58,5.51,NA,NA
"1099","c4","bipolar","flint","Fragment",NA,0.44,15.03,NA,10.26,3.94,NA,NA
"1100","c4","bipolar","flint","Fragment",NA,1.26,23.35,NA,10.42,6.44,NA,NA
"1101","c5","bipolar","flint","Complete","Yes",0.19,11.1,11.1,7.85,1.9,"Other","Shaped"
"1102","c5","bipolar","flint","Complete","Yes",0.24,21.1,18.15,9.83,2.4,"Crushing","Crushed"
"1103","c5","bipolar","flint","Complete","Yes",0.28,12.03,12.03,7.23,1.86,"Other","Crushed"
"1104","c5","bipolar","flint","Complete","Yes",0.28,16.36,16.32,8.73,2.1,"Other","Shaped"
"1105","c5","bipolar","flint","Complete","Yes",0.54,16.85,16.81,15.83,4.35,"Other","Shaped"
"1106","c5","bipolar","flint","Complete","Yes",0.93,20.32,14.07,15.86,5.14,"Other","Crushed"
"1107","c5","bipolar","flint","Complete","Yes",0.95,21.04,21.04,9.13,5.09,"ShearedBulb","Shaped"
"1108","c5","bipolar","flint","Complete","Yes",0.99,22.79,22.79,11.41,4.21,"Crushing","Crushed"
"1109","c5","bipolar","flint","Complete","Yes",1.28,24.68,24.66,10.45,4.49,"Other","Shaped"
"1110","c5","bipolar","flint","Complete","Yes",5.92,36.14,36.02,16.53,12.71,"Other","Shaped"
"1111","c5","bipolar","flint","Fragment","Yes",0.63,11.76,NA,20.34,3.39,NA,NA
"1112","c5","bipolar","flint","Fragment",NA,0.04,11.47,NA,6.45,0.84,NA,NA
"1113","c5","bipolar","flint","Fragment",NA,0.18,7.91,NA,9.49,3.04,"Other","Shaped"
"1114","c5","bipolar","flint","Fragment",NA,0.32,8.63,NA,17.58,2.51,"Other","Crushed"
"1115","c5","bipolar","flint","Fragment",NA,0.35,11.44,NA,9.24,2.1,"Other","Crushed"
"1116","c5","bipolar","flint","Fragment",NA,1.55,17.95,NA,22.46,4.99,"Other","Crushed"
"1117","c5","bipolar","flint","Fragment",NA,3.85,18.9,NA,24.45,9.95,"Other","Shaped"
"1118","c5","bipolar","flint","Fragment",NA,0.17,12.76,NA,3.33,2.01,NA,NA
"1119","c5","bipolar","flint","Fragment",NA,0.36,18.67,NA,7.92,2.25,NA,NA
"1120","c5","bipolar","flint","Fragment",NA,0.97,27.35,NA,16.43,6.4,NA,NA
"1121","c6","bipolar","flint","Complete","No",0.15,11.12,11.1,7.63,1.95,"Other","Shaped"
"1122","c6","bipolar","flint","Complete","Yes",0.05,11.63,11.62,9.13,2.01,"Other","Shaped"
"1123","c6","bipolar","flint","Complete","Yes",0.06,10.95,10.94,9.14,1.23,"ShearedBulb","Crushed"
"1124","c6","bipolar","flint","Complete","Yes",0.11,16.33,16.32,6.46,1.18,"Other","Crushed"
"1125","c6","bipolar","flint","Complete","Yes",0.13,11.99,12,6.42,1.88,"Crushing","Shaped"
"1126","c6","bipolar","flint","Complete","Yes",0.22,19.01,19.01,7.59,2.03,"Other","Shaped"
"1127","c6","bipolar","flint","Complete","Yes",0.43,17.45,17.43,12.08,3.04,"Other","Crushed"
"1128","c6","bipolar","flint","Complete","Yes",0.43,21.42,19.55,11.59,2.05,"Crushing","Crushed"
"1129","c6","bipolar","flint","Complete","Yes",0.45,NA,16.42,5.72,5.2,"Crushing","Shaped"
"1130","c6","bipolar","flint","Complete","Yes",1.09,23.15,21.35,16.07,3.18,"Other","Crushed"
"1131","c6","bipolar","flint","Complete","Yes",9.84,35.33,35.33,22.79,13.48,"Other","Shaped"
"1132","c6","bipolar","flint","Fragment",NA,0.09,10.93,NA,7.79,1.29,"Other","Shaped"
"1133","c6","bipolar","flint","Fragment",NA,0.48,9.24,NA,17.44,3.35,"ShearedBulb","Shaped"
"1134","c6","bipolar","flint","Fragment",NA,0.15,9.17,NA,9.21,2.25,NA,NA
"1135","c6","bipolar","flint","Fragment",NA,0.23,14.24,NA,7.83,3.65,NA,NA
"1136","c6","bipolar","flint","Fragment",NA,0.27,5.29,NA,11.8,4.51,NA,NA
"1137","c6","bipolar","flint","Fragment",NA,0.32,12.16,NA,11.68,4.36,NA,NA
"1138","c6","bipolar","flint","Fragment",NA,0.39,18.91,NA,11.29,2.79,NA,NA
"1139","c6","bipolar","flint","Fragment",NA,1.41,13.33,NA,19.98,6.03,NA,NA
"1140","c6","bipolar","flint","Fragment",NA,7.04,21.76,NA,35.63,9.58,NA,NA
"1141","c7","bipolar","flint","Complete","No",0.24,15.52,15.48,7.28,2.76,"ShearedBulb","Crushed"
"1142","c7","bipolar","flint","Complete","No",0.28,11.52,8.12,17.26,4.34,"ShearedBulb","Shaped"
"1143","c7","bipolar","flint","Complete","No",0.29,10.65,10.61,12.99,3.98,"Other","Shaped"
"1144","c7","bipolar","flint","Complete","No",0.37,17.61,15.04,9.4,2.74,"Other","Crushed"
"1145","c7","bipolar","flint","Complete","No",2.25,21.22,21.19,18.65,5.03,"Other","Shaped"
"1146","c7","bipolar","flint","Complete","No",3.53,22.2,22.18,12.66,11.05,"ShearedBulb","Crushed"
"1147","c7","bipolar","flint","Complete","Yes",0.15,11.59,11.58,12.84,1.91,"Other","Shaped"
"1148","c7","bipolar","flint","Complete","Yes",0.82,16.07,11.17,16.8,4.88,"Other","Shaped"
"1149","c7","bipolar","flint","Fragment","No",1.33,18.3,NA,13.58,7.75,NA,NA
"1150","c7","bipolar","flint","Fragment","Yes",0.17,16.78,NA,6.5,1.88,NA,NA
"1151","c7","bipolar","flint","Fragment","Yes",0.19,12.39,NA,8.15,2.59,NA,NA
"1152","c7","bipolar","flint","Fragment",NA,2.04,18.53,NA,23.25,7.27,NA,NA
"1153","c7","bipolar","flint","Fragment",NA,0.18,7.71,NA,8.65,2.74,"Other","Shaped"
"1154","c7","bipolar","flint","Fragment",NA,0.31,10.23,NA,15.8,2.43,"Other","Shaped"
"1155","c7","bipolar","flint","Fragment",NA,0.42,15.71,NA,15,3.84,"Other","Shaped"
"1156","c7","bipolar","flint","Fragment",NA,1.73,15.09,NA,21.55,5.26,"Other","Shaped"
"1157","c7","bipolar","flint","Fragment",NA,3.97,32.06,NA,25.58,9.9,"Other","Shaped"
"1158","c7","bipolar","flint","Fragment",NA,0.01,10.78,NA,2.47,1.58,NA,NA
"1159","c7","bipolar","flint","Fragment",NA,0.64,19.36,NA,10.2,6.11,NA,NA
"1160","c7","bipolar","flint","Fragment",NA,3.8,22.41,NA,16.54,12.5,NA,NA
"1161","c8","bipolar","flint","Complete","Yes",2.8,18.92,16.81,19.08,10.23,"ShearedBulb","Shaped"
"1162","c8","bipolar","flint","Complete","No",0.85,23.7,23.61,14.82,2.88,"Other","Crushed"
"1163","c8","bipolar","flint","Complete","Yes",0.16,8.91,7.62,15.51,2.77,"Other","Shaped"
"1164","c8","bipolar","flint","Complete","Yes",0.18,13.11,13.09,8.38,3.19,"Other","Shaped"
"1165","c8","bipolar","flint","Complete","Yes",0.2,8.54,7.06,14.88,2.93,"Other","Shaped"
"1166","c8","bipolar","flint","Complete","Yes",0.82,20.81,20.8,13.5,4.04,"ShearedBulb","Crushed"
"1167","c8","bipolar","flint","Complete","Yes",1.47,25.05,23.04,14.42,5.69,"ShearedBulb","Crushed"
"1168","c8","bipolar","flint","Fragment","No",0.1,11.43,NA,6.67,2.45,NA,NA
"1169","c8","bipolar","flint","Fragment",NA,0.29,10.62,NA,13.84,1.86,NA,NA
