"","CoreNumber","Flaking.condition","Raw_material","Completeness","ReboundForce","Mass","MaxLength","TechLength","MaxWidth","MaxThickness","MarksVentralSurface","PlatformMorphology"
"1170","c8","bipolar","flint","Fragment",NA,0.31,12.43,NA,13.03,5.07,NA,NA
"1171","c8","bipolar","flint","Fragment",NA,0.08,11.32,NA,4.28,1.92,"Other","Shaped"
"1172","c8","bipolar","flint","Fragment",NA,0.14,11.58,NA,7.04,2.62,"Other","Crushed"
"1173","c8","bipolar","flint","Fragment",NA,0.16,9.43,NA,8.24,5.57,"Other","Shaped"
"1174","c8","bipolar","flint","Fragment",NA,0.19,14.86,NA,13.9,2.98,"Other","Crushed"
"1175","c8","bipolar","flint","Fragment",NA,0.29,12.64,NA,6.97,2.67,"Other","Shaped"
"1176","c8","bipolar","flint","Fragment",NA,0.41,12.51,NA,12.43,2.66,"Other","Crushed"
"1177","c8","bipolar","flint","Fragment",NA,0.72,16.33,NA,18.84,3.27,"Other","Crushed"
"1178","c8","bipolar","flint","Fragment",NA,0.04,11.71,NA,4.43,1.04,NA,NA
"1179","c8","bipolar","flint","Fragment",NA,0.21,10.45,NA,8.65,2.63,NA,NA
"1180","c8","bipolar","flint","Fragment",NA,0.52,11.35,NA,11.31,3,NA,NA
"1181","c9","bipolar","flint","Complete","No",0.62,NA,18.2,9.41,3.42,"ShearedBulb","Crushed"
"1182","c9","bipolar","flint","Complete","Yes",0.04,10.06,10,9.02,1.05,"Other","Crushed"
"1183","c9","bipolar","flint","Complete","Yes",0.05,12.36,12.34,7.47,2.01,"ShearedBulb","Crushed"
"1184","c9","bipolar","flint","Complete","Yes",0.25,24.74,24.73,5.31,3.32,"ShearedBulb","Crushed"
"1185","c9","bipolar","flint","Complete","Yes",0.35,14.47,12.28,17.13,2.3,"Other","Crushed"
"1186","c9","bipolar","flint","Complete","Yes",0.45,9.66,10,18.04,3.22,"Other","Crushed"
"1187","c9","bipolar","flint","Complete","Yes",0.53,16.58,16.55,11.5,3.71,"Other","Shaped"
"1188","c9","bipolar","flint","Complete","Yes",0.6,16.43,15.5,9.26,4.15,"ShearedBulb","Crushed"
"1189","c9","bipolar","flint","Complete","Yes",0.79,24.28,24.27,8.74,4.19,"Crushing","Crushed"
"1190","c9","bipolar","flint","Complete","Yes",1.52,17.52,17.2,15.29,5.53,"Other","Shaped"
"1191","c9","bipolar","flint","Complete","Yes",1.75,19.2,19.2,13.82,5.71,"Other","Shaped"
"1192","c9","bipolar","flint","Complete","Yes",1.87,21.76,21.76,15.78,6.08,"Other","Shaped"
"1193","c9","bipolar","flint","Fragment","No",0.07,12.33,NA,11.02,1.2,NA,NA
"1194","c9","bipolar","flint","Fragment","No",0.41,17.18,NA,7.69,3.67,NA,NA
"1195","c9","bipolar","flint","Fragment",NA,0.06,11.45,NA,2.81,1.54,"ShearedBulb","Shaped"
"1196","c9","bipolar","flint","Fragment",NA,0.88,13.79,NA,15.36,3.82,"Other","Crushed"
"1197","c9","bipolar","flint","Fragment",NA,1.61,13.42,NA,17.43,5.96,"Other","Crushed"
"1198","c9","bipolar","flint","Fragment",NA,0.07,11.48,NA,2.29,2.24,NA,NA
"1199","c9","bipolar","flint","Fragment",NA,0.71,13.75,NA,9.77,7.43,NA,NA
"1200","c9","bipolar","flint","Fragment",NA,1.24,16.55,NA,14.14,7.56,NA,NA
"1201","d1","freehand","flint","Complete","No",0.07,14.82,14.99,6.5,1.75,"Other","Shaped"
"1202","d1","freehand","flint","Complete","No",0.07,16.32,15.77,6.74,1.42,"Other","Shaped"
"1203","d1","freehand","flint","Complete","No",0.21,20.3,20.08,6.44,1.33,"Other","Shaped"
"1204","d1","freehand","flint","Complete","No",0.23,16.45,16.32,8.87,2.43,"Other","Shaped"
"1205","d1","freehand","flint","Complete","No",0.43,15.5,17.77,9.39,2.42,"Other","Shaped"
"1206","d1","freehand","flint","Complete","No",0.5,22.38,21.45,8.52,2.63,"Other","Shaped"
"1207","d1","freehand","flint","Complete","No",0.56,21.03,20.96,10.12,2.56,"Other","Shaped"
"1208","d1","freehand","flint","Complete","No",0.62,21.26,20.54,11.96,4.88,"Other","Shaped"
"1209","d1","freehand","flint","Complete","No",1.17,20.19,12.94,21.35,4.81,"Other","Shaped"
"1210","d1","freehand","flint","Complete","No",1.79,31.57,30.45,14.71,4.14,"Other","Shaped"
"1211","d1","freehand","flint","Complete","No",2.43,27.88,25.29,20.56,5.05,"Other","Shaped"
"1212","d1","freehand","flint","Complete","No",2.62,27.68,23.99,23.58,5.95,"Other","Shaped"
"1213","d1","freehand","flint","Complete","No",2.77,37.48,37.07,18.71,5.23,"Other","Shaped"
"1214","d1","freehand","flint","Complete","No",4.91,38.89,36.08,19.26,5.22,"Other","Shaped"
"1215","d1","freehand","flint","Complete","No",13.44,36.6,34.7,41.36,12.78,"Other","Shaped"
"1216","d1","freehand","flint","Complete",NA,1.19,23.87,24.37,11.5,6.12,"Other","Shaped"
"1217","d1","freehand","flint","Fragment","No",0.23,18.35,NA,8.75,1.35,NA,NA
"1218","d1","freehand","flint","Fragment","No",0.31,17.9,NA,9.87,2.11,NA,NA
"1219","d1","freehand","flint","Fragment","Yes",0.15,13.56,NA,7.82,1.73,NA,NA
"1220","d1","freehand","flint","Fragment","Yes",1.28,23.97,NA,15.42,5.26,NA,NA
"1221","d10","freehand","flint","Complete","No",0.06,16.43,16.41,4.55,0.92,"Other","Shaped"
"1222","d10","freehand","flint","Complete","No",0.19,13.67,9.85,12.06,2.73,"Other","Crushed"
"1223","d10","freehand","flint","Complete","No",0.34,17.57,17.55,10.05,3,"Other","Shaped"
"1224","d10","freehand","flint","Complete","No",1.33,19.05,18.45,21.53,4.38,"Other","Shaped"
"1225","d10","freehand","flint","Complete","No",9.92,37.79,37.75,30.27,8.91,"Other","Shaped"
"1226","d10","freehand","flint","Complete","Yes",0.07,14.63,14.63,6.1,1.27,"Other","Shaped"
"1227","d10","freehand","flint","Complete","Yes",0.16,15.15,15.16,6.8,1.95,"Other","Shaped"
"1228","d10","freehand","flint","Complete","Yes",0.91,17.37,17.26,12.25,4.86,"Other","Shaped"
"1229","d10","freehand","flint","Complete",NA,0.18,0.306,0.305,0.5185,0.11,"Other","Shaped"
"1230","d10","freehand","flint","Complete",NA,0.92,19.65,20.27,16.55,5.39,"Other","Shaped"
"1231","d10","freehand","flint","Complete",NA,3.66,38.09,35.85,21.78,4.89,"Other","Shaped"
"1232","d10","freehand","flint","Fragment","No",0.09,9.81,NA,7.66,2.45,NA,NA
"1233","d10","freehand","flint","Fragment","No",0.46,13.1,NA,12.07,5.22,NA,NA
"1234","d10","freehand","flint","Fragment","No",0.36,11.97,NA,14.38,2.86,"Other","Crushed"
"1235","d10","freehand","flint","Fragment","No",0.38,10.38,NA,13.97,3.14,"Other","Shaped"
"1236","d10","freehand","flint","Fragment",NA,0.1,9.91,NA,13.43,1.44,"Other","Shaped"
"1237","d10","freehand","flint","Fragment",NA,0.11,7.4,NA,13.84,1.85,"Other","Shaped"
"1238","d10","freehand","flint","Fragment",NA,0.37,13.25,NA,10.49,3.9,"Other","Shaped"
"1239","d10","freehand","flint","Complete","No",0.15,17.68,17.65,5.68,1.65,"Other","Shaped"
"1240","d10","freehand","flint","Complete","No",2.31,31.34,31.2,16.04,4.86,"Other","Shaped"
"1241","d11","freehand","flint","Complete","No",0.19,15.9,15.92,4.87,1.47,"Other","Shaped"
"1242","d11","freehand","flint","Complete","No",0.34,27.09,27.09,9.54,1.83,"Other","Shaped"
"1243","d11","freehand","flint","Complete","No",1.78,32.05,29.31,18.06,4.39,"Other","Shaped"
"1244","d11","freehand","flint","Complete","Yes",0.24,21.99,21.99,6.67,1.33,"Other","Shaped"
"1245","d11","freehand","flint","Complete","Yes",0.84,25.19,25.18,13.44,2.92,"Other","Shaped"
"1246","d11","freehand","flint","Fragment","No",0.03,10.65,NA,5.77,0.88,NA,NA
"1247","d11","freehand","flint","Fragment","No",0.14,10.64,NA,12.27,1.76,NA,NA
"1248","d11","freehand","flint","Fragment","No",0.37,21.98,NA,15.46,2.17,NA,NA
"1249","d11","freehand","flint","Fragment","No",0.52,20.83,NA,12.13,2.56,NA,NA
"1250","d11","freehand","flint","Fragment","No",0.6,28.92,NA,9.49,2.67,NA,NA
"1251","d11","freehand","flint","Fragment",NA,0.2,18.66,NA,8.42,2.49,"Other","Shaped"
"1252","d11","freehand","flint","Fragment",NA,0.23,13.33,NA,10.27,2.66,"Other","Shaped"
"1253","d11","freehand","flint","Fragment",NA,0.24,14.67,NA,5.33,1.2,"Other","Shaped"
"1254","d11","freehand","flint","Fragment",NA,0.26,17.69,NA,6.96,3.25,"Other","Shaped"
"1255","d11","freehand","flint","Fragment",NA,0.44,11.72,NA,7.72,3.13,"Other","Shaped"
"1256","d11","freehand","flint","Fragment",NA,0.48,11.6,NA,9.27,4.45,"Other","Shaped"
"1257","d11","freehand","flint","Fragment",NA,0.97,18.39,NA,13.11,4.27,"Other","Shaped"
"1258","d11","freehand","flint","Complete","No",1.26,30.24,30.24,10.92,4.78,"Other","Crushed"
"1259","d11","freehand","flint","Fragment",NA,0.1,9.09,NA,10.97,1.7,NA,NA
"1260","d11","freehand","flint","Fragment",NA,1,22.3,NA,11.19,5.59,NA,NA
"1261","d12","freehand","flint","Complete","No",0.06,15.14,15.58,6.43,1.43,"Other","Shaped"
"1262","d12","freehand","flint","Complete","No",0.11,13.29,10.82,12.04,1.67,"Other","Shaped"
"1263","d12","freehand","flint","Complete","No",2.73,36.62,36.43,14.04,4.99,"Other","Shaped"
"1264","d12","freehand","flint","Complete","No",3.01,37.92,37.84,18.12,5.17,"Other","Shaped"
"1265","d12","freehand","flint","Complete","Yes",16.57,40.78,39.43,34.8,14.13,"Other","Crushed"
"1266","d12","freehand","flint","Complete",NA,0.44,21.61,21.83,13.08,2.62,"Other","Shaped"
"1267","d12","freehand","flint","Complete",NA,1.6,24.61,20.12,15.07,5.62,"Other","Shaped"
"1268","d12","freehand","flint","Complete",NA,5,40.79,40.71,20.86,5.46,"Other","Crushed"
"1269","d12","freehand","flint","Fragment","No",1.34,23.63,NA,15.82,2.88,NA,NA
"1270","d12","freehand","flint","Fragment","No",0.21,13.16,NA,10.26,1.83,"Other","Shaped"
"1271","d12","freehand","flint","Fragment","No",0.26,12.63,NA,10.72,1.97,"Other","Shaped"
"1272","d12","freehand","flint","Fragment","No",0.49,11.23,NA,11.34,3.28,"Other","Shaped"
"1273","d12","freehand","flint","Fragment","No",1.38,21.19,NA,13.53,8.35,"ShearedBulb","Shaped"
"1274","d12","freehand","flint","Fragment",NA,0.1,16.11,NA,4.96,1.56,"Other","Shaped"
"1275","d12","freehand","flint","Fragment",NA,0.34,12.62,NA,11.47,3.3,"Crushing","Shaped"
"1276","d12","freehand","flint","Fragment",NA,0.51,15.06,NA,9.81,3.55,"Other","Shaped"
"1277","d12","freehand","flint","Fragment",NA,2.25,21.33,NA,20.45,5.24,"Other","Shaped"
"1278","d12","freehand","flint","Complete",NA,0.26,14.76,14.68,10.26,2.23,"Other","Shaped"
"1279","d12","freehand","flint","Fragment","No",0.32,11.51,NA,7.91,4.02,NA,NA
"1280","d12","freehand","flint","Fragment",NA,0.41,13.22,NA,13.31,3.44,NA,NA
"1281","d13","freehand","flint","Complete","No",0.05,9.71,9.6,8.81,1.36,"Other","Shaped"
"1282","d13","freehand","flint","Complete","No",0.11,19.65,19.47,4.54,1.14,"Other","Shaped"
"1283","d13","freehand","flint","Complete","No",0.18,13.65,13.65,9.97,3.01,"Other","Shaped"
"1284","d13","freehand","flint","Complete","No",0.72,28.96,28.95,9.85,2.85,"Other","Shaped"
"1285","d13","freehand","flint","Complete","No",0.85,25.33,25.32,10.52,4.75,"Other","Shaped"
"1286","d13","freehand","flint","Complete","No",1.54,31.96,31.95,14.99,3.08,"Crushing","Shaped"
"1287","d13","freehand","flint","Complete","No",3.79,28.95,19.81,27.41,11.24,"Other","Shaped"
"1288","d13","freehand","flint","Complete","No",3.83,32.07,32.05,24.34,5.08,"Other","Shaped"
"1289","d13","freehand","flint","Complete","No",5.86,35.54,35.53,26.71,6.53,"Other","Shaped"
"1290","d13","freehand","flint","Complete",NA,0.33,18.74,18.73,8.87,2.11,"Other","Shaped"
"1291","d13","freehand","flint","Complete",NA,0.44,13.82,13.8,11.27,3.32,"Other","Shaped"
"1292","d13","freehand","flint","Fragment","No",1.24,24.63,NA,14.04,4.32,NA,NA
"1293","d13","freehand","flint","Fragment","No",0.17,14.85,NA,5.09,2.41,NA,NA
"1294","d13","freehand","flint","Fragment",NA,0.79,16.24,NA,14.5,3.2,NA,NA
"1295","d13","freehand","flint","Fragment","Yes",0.2,10.2,NA,9.77,2.32,"Other","Shaped"
"1296","d13","freehand","flint","Fragment",NA,0.33,15.62,NA,11.09,1.99,"Other","Shaped"
"1297","d13","freehand","flint","Fragment",NA,0.78,13.75,NA,14.47,4.93,"Other","Shaped"
"1298","d13","freehand","flint","Fragment",NA,0.83,17.14,NA,12.58,3.06,"Other","Shaped"
"1299","d13","freehand","flint","Fragment",NA,1.63,18.07,NA,19.73,5.03,"Other","Shaped"
"1300","d13","freehand","flint","Fragment",NA,0.23,15.82,NA,5.91,3.9,NA,NA
"1301","d14","freehand","flint","Complete","No",0.2,20.94,20.93,11.28,2.27,"Other","Shaped"
"1302","d14","freehand","flint","Complete","No",0.3,18.98,19.26,8.01,1.86,"Other","Shaped"
"1303","d14","freehand","flint","Complete","No",0.58,33.89,33.87,8.39,3.03,"Other","Shaped"
"1304","d14","freehand","flint","Complete","No",0.72,23.16,23.15,14.53,2.98,"Other","Shaped"
"1305","d14","freehand","flint","Complete","No",1.39,35.89,35.9,12.36,2.27,"Other","Shaped"
"1306","d14","freehand","flint","Complete","No",1.58,29.07,29.05,14.95,4.39,"Other","Shaped"
"1307","d14","freehand","flint","Complete","No",1.88,38.97,38.53,11.43,5.6,"Other","Shaped"
"1308","d14","freehand","flint","Complete","No",1.88,39.19,39.18,12.18,2.77,"Other","Shaped"
"1309","d14","freehand","flint","Complete","No",1.91,28.45,28.43,23.86,3.38,"Other","Shaped"
"1310","d14","freehand","flint","Complete","No",4.13,44.97,44.97,22.29,6.82,"Other","Shaped"
"1311","d14","freehand","flint","Complete",NA,0.19,20.23,20.25,9.08,2.47,"Other","Shaped"
"1312","d14","freehand","flint","Complete",NA,3.72,36.17,36.17,23.13,5.26,"Other","Shaped"
"1313","d14","freehand","flint","Fragment","No",0.06,13.89,NA,6.87,1.26,NA,NA
"1314","d14","freehand","flint","Fragment","No",0.18,9.27,NA,8.51,2.06,NA,NA
"1315","d14","freehand","flint","Fragment",NA,0.13,10.01,NA,5.44,1.9,NA,NA
"1316","d14","freehand","flint","Fragment",NA,0.06,10.85,NA,10.13,2.62,"Other","Shaped"
"1317","d14","freehand","flint","Fragment",NA,0.07,11.52,NA,9.85,1.53,"Other","Shaped"
"1318","d14","freehand","flint","Fragment",NA,0.72,16.1,NA,18.47,3.17,"Other","Shaped"
"1319","d14","freehand","flint","Fragment","No",0.13,11.81,NA,4.39,6.84,NA,NA
"1320","d14","freehand","flint","Fragment","No",0.25,14.54,NA,11.04,3.16,NA,NA
"1321","d15","freehand","flint","Complete","No",0.2,16.81,16.81,6.74,2.38,"Other","Shaped"
"1322","d15","freehand","flint","Complete","No",0.3,13.3,12.91,9.45,2.32,"Other","Shaped"
"1323","d15","freehand","flint","Complete","No",0.31,14.54,14.67,4.25,3.69,"Other","Shaped"
"1324","d15","freehand","flint","Complete","No",0.36,6.66,6.67,16.52,2.7,"Other","Crushed"
"1325","d15","freehand","flint","Complete","No",0.59,22.19,21.54,14.71,1.95,"Other","Shaped"
"1326","d15","freehand","flint","Complete","No",1.43,25.05,23.87,14.3,5.09,"Other","Shaped"
"1327","d15","freehand","flint","Complete","No",5,35.29,34.85,24.06,9.97,"Other","Shaped"
"1328","d15","freehand","flint","Complete","No",8.64,37.97,37.99,19.52,14.47,"ShearedBulb","Shaped"
"1329","d15","freehand","flint","Fragment","No",0.29,9.96,NA,17.44,2.12,NA,NA
"1330","d15","freehand","flint","Fragment",NA,0.58,20.13,20.11,9.83,4.11,"Other","Shaped"
"1331","d15","freehand","flint","Fragment",NA,0.26,8.54,NA,12.18,1.77,NA,NA
"1332","d15","freehand","flint","Fragment",NA,0.48,17.55,NA,9.38,3.02,NA,NA
"1333","d15","freehand","flint","Fragment",NA,0.82,18.89,NA,12.42,2.93,NA,NA
"1334","d15","freehand","flint","Fragment",NA,0.85,12.43,NA,19.11,3.21,NA,NA
"1335","d15","freehand","flint","Fragment",NA,2.39,28.27,NA,18.04,5.57,"Other","Shaped"
"1336","d15","freehand","flint","Fragment",NA,2.91,28.59,NA,18.91,4.19,"Other","Shaped"
"1337","d15","freehand","flint","Fragment",NA,0.17,13.2,NA,7.68,2.85,NA,NA
"1338","d15","freehand","flint","Fragment",NA,0.23,6.68,NA,13.56,1.93,NA,NA
"1339","d15","freehand","flint","Fragment",NA,0.27,12.95,NA,5.42,3.57,NA,NA
"1340","d15","freehand","flint","Fragment",NA,0.28,12.95,NA,8.42,4.79,NA,NA
"1341","d16","freehand","flint","Complete","No",NA,12.86,12.81,3.37,1.34,"Other","Shaped"
"1342","d16","freehand","flint","Complete","No",0.04,12.94,12.76,8.24,1.5,"Other","Shaped"
"1343","d16","freehand","flint","Complete","No",0.08,13.33,12.11,4.59,1.67,"Other","Shaped"
"1344","d16","freehand","flint","Complete","No",0.17,14.5,13.02,11.22,1.15,"Other","Shaped"
"1345","d16","freehand","flint","Complete","No",0.22,19.23,19.08,5.52,1.88,"Other","Shaped"
"1346","d16","freehand","flint","Complete","No",0.22,21.42,21.44,5.35,1.46,"Other","Shaped"
"1347","d16","freehand","flint","Complete","No",0.24,12.77,12.07,9.06,1.99,"Other","Shaped"
"1348","d16","freehand","flint","Complete","No",0.31,NA,24.09,8.31,2.4,"Other","Shaped"
"1349","d16","freehand","flint","Complete","No",0.4,27.17,26.7,6.84,1.85,"Other","Shaped"
"1350","d16","freehand","flint","Complete","No",0.45,18.32,17.21,10.2,2.1,"Other","Shaped"
"1351","d16","freehand","flint","Complete","No",1.34,25.74,21.64,9.68,7.11,"Other","Shaped"
"1352","d16","freehand","flint","Complete","No",1.51,26.25,26.01,11.05,4.3,"Other","Shaped"
"1353","d16","freehand","flint","Complete","No",2.13,26.1,25.19,14.47,7.29,"Other","Shaped"
"1354","d16","freehand","flint","Complete","No",2.28,25.26,21.26,20.9,5.79,"Other","Shaped"
"1355","d16","freehand","flint","Complete","No",3.44,27.4,24.53,25.11,7.78,"ShearedBulb","Shaped"
"1356","d16","freehand","flint","Complete","Yes",0.21,12.05,11.71,7.44,1.62,"Other","Shaped"
"1357","d16","freehand","flint","Fragment",NA,0.12,13.75,NA,4.74,2.33,NA,NA
"1358","d16","freehand","flint","Fragment",NA,0.15,15.48,NA,7.7,1.77,"ShearedBulb","Crushed"
"1359","d16","freehand","flint","Fragment",NA,0.18,11.68,NA,9.9,1.58,"Other","Shaped"
"1360","d16","freehand","flint","Fragment",NA,1.3,17.93,NA,15.01,5.09,"Other","Shaped"
"1361","d17","freehand","flint","Complete","Yes",0.26,16.96,16.97,NA,2.31,"Other","Shaped"
"1362","d17","freehand","flint","Complete","No",0.06,12.9,13.27,5.32,1.26,"Other","Shaped"
"1363","d17","freehand","flint","Complete","No",0.08,12.83,8.79,13.27,1.16,"Other","Shaped"
"1364","d17","freehand","flint","Complete","No",0.16,12.98,13.04,8.86,2.52,"Other","Shaped"
"1365","d17","freehand","flint","Complete","No",0.18,10.53,9.99,10.52,1.87,"Other","Shaped"
"1366","d17","freehand","flint","Complete","No",0.18,17.22,17.21,6.67,2.34,"Other","Shaped"
"1367","d17","freehand","flint","Complete","No",0.53,23.1,22.8,9.18,3,"Other","Shaped"
"1368","d17","freehand","flint","Complete","Yes",0.25,13.25,12.57,9.89,3.03,"Other","Shaped"
"1369","d17","freehand","flint","Complete","Yes",0.57,15.36,14.52,13.55,3.07,"ShearedBulb","Shaped"
"1370","d17","freehand","flint","Complete",NA,0.08,13.38,13.66,6.16,1.3,"Other","Shaped"
"1371","d17","freehand","flint","Complete",NA,0.22,13.69,12.37,7.97,4.23,"Other","Shaped"
"1372","d17","freehand","flint","Fragment","No",0.23,16.92,NA,8.89,2.73,NA,NA
"1373","d17","freehand","flint","Fragment","No",0.27,14.83,NA,10.45,3.41,NA,NA
"1374","d17","freehand","flint","Fragment","No",0.03,13.17,NA,6.6,1.41,NA,NA
"1375","d17","freehand","flint","Fragment","No",0.11,15.84,NA,5.26,2.49,NA,NA
"1376","d17","freehand","flint","Fragment",NA,0.03,9.87,NA,3.2,1.47,"Other","Shaped"
"1377","d17","freehand","flint","Fragment",NA,0.27,13.75,NA,6.2,3.52,"Other","Shaped"
"1378","d17","freehand","flint","Complete",NA,0.45,21.3,20.05,11.74,2.34,"Other","Shaped"
"1379","d17","freehand","flint","Fragment","No",0.5,11.66,NA,12.25,4.86,NA,NA
"1380","d17","freehand","flint","Fragment",NA,0.4,13.99,NA,8.25,5.13,NA,NA
"1381","d18","freehand","flint","Complete","No",0.17,9.54,7.09,12.62,2.12,"Other","Shaped"
"1382","d18","freehand","flint","Complete","No",0.4,14.64,8.55,10.87,4.18,"Other","Shaped"
"1383","d18","freehand","flint","Complete","No",0.46,20.62,20.5,9.16,3.5,"Other","Crushed"
"1384","d18","freehand","flint","Complete","No",0.48,20.3,20.16,9.39,1.95,"ShearedBulb","Crushed"
"1385","d18","freehand","flint","Complete","No",0.72,32.41,31.11,8.91,3.67,"Other","Shaped"
"1386","d18","freehand","flint","Complete","No",3.04,26.93,22.59,16.63,7.52,"Other","Shaped"
"1387","d18","freehand","flint","Complete","No",5.4,36.3,35.37,18.7,10.3,"Other","Shaped"
"1388","d18","freehand","flint","Complete","No",7,38.67,36.2,21.52,8.29,"Other","Shaped"
"1389","d18","freehand","flint","Fragment","Yes",0.91,28.97,NA,9.75,8.43,NA,NA
"1390","d18","freehand","flint","Fragment",NA,0.05,12.99,NA,6.61,1,NA,NA
"1391","d18","freehand","flint","Fragment",NA,0.29,12.42,NA,11.34,1.95,NA,NA
"1392","d18","freehand","flint","Fragment",NA,0.39,18.57,NA,9.04,2.47,NA,NA
"1393","d18","freehand","flint","Fragment",NA,0.09,14.13,NA,6.35,1.4,"Other","Shaped"
"1394","d18","freehand","flint","Fragment",NA,0.26,13.36,NA,11.36,3.28,"Other","Shaped"
"1395","d18","freehand","flint","Fragment",NA,0.37,12.42,NA,9.03,2.7,"Other","Shaped"
"1396","d18","freehand","flint","Fragment",NA,1.4,28.96,NA,13.36,3.23,"Other","Shaped"
"1397","d18","freehand","flint","Fragment",NA,1.81,23.98,NA,20.61,3.71,"Other","Shaped"
"1398","d18","freehand","flint","Complete","No",0.32,NA,14.13,7.28,2.39,"Other","Shaped"
"1399","d18","freehand","flint","Complete","No",0.32,19.98,19.01,9.22,1.61,"Other","Shaped"
"1400","d18","freehand","flint","Complete","No",0.78,25.15,23.98,13.11,2.62,"Other","Shaped"
"1401","d19","freehand","flint","Complete","No",0.27,14.41,12.85,8.46,4.58,"ShearedBulb","Shaped"
"1402","d19","freehand","flint","Complete","No",0.3,19.71,17.66,8.88,2.15,"Other","Shaped"
"1403","d19","freehand","flint","Complete","No",0.35,16.57,11.67,14.94,2.06,"Other","Shaped"
"1404","d19","freehand","flint","Complete","No",0.56,27.69,27.69,10.85,2.34,"Other","Shaped"
"1405","d19","freehand","flint","Complete","No",0.65,31.01,29.29,11.49,2.06,"Other","Shaped"
"1406","d19","freehand","flint","Complete","No",0.8,25.28,23.85,15.51,3.1,"Other","Shaped"
"1407","d19","freehand","flint","Complete","No",1.53,24,23.31,12.95,5.62,"Other","Shaped"
"1408","d19","freehand","flint","Complete","No",1.8,25.55,24.34,16.61,4.46,"Other","Shaped"
"1409","d19","freehand","flint","Complete","No",2.67,42.49,41.95,16.36,4,"Other","Shaped"
"1410","d19","freehand","flint","Complete","No",3.85,44.52,42.61,20.52,4,"Crushing","Shaped"
"1411","d19","freehand","flint","Complete","No",4.01,40.57,37.44,14.52,8.66,"Other","Shaped"
"1412","d19","freehand","flint","Complete","Yes",1.11,25.75,24.7,12.94,4.33,"Other","Shaped"
"1413","d19","freehand","flint","Fragment","No",0.32,13.8,NA,10.57,2.15,NA,NA
"1414","d19","freehand","flint","Fragment","Yes",0.33,25.3,NA,9.44,2.08,NA,NA
"1415","d19","freehand","flint","Fragment",NA,0.12,14.99,NA,5.41,2.01,NA,NA
"1416","d19","freehand","flint","Fragment",NA,0.71,25.26,NA,7.19,3.86,NA,NA
"1417","d19","freehand","flint","Fragment",NA,0.13,11.76,NA,7.87,3.42,"Other","Shaped"
"1418","d19","freehand","flint","Fragment",NA,0.19,14.87,NA,9.69,1.95,"Other","Shaped"
"1419","d19","freehand","flint","Fragment",NA,0.6,15.86,NA,25.61,4.12,"Other","Shaped"
"1420","d19","freehand","flint","Fragment",NA,0.08,14.29,NA,8.72,1.36,"ShearedBulb","Shaped"
"1421","d2","freehand","flint","Complete","No",0.18,11.57,11.55,10.67,2.26,"Other","Shaped"
"1422","d2","freehand","flint","Complete","No",0.27,12.07,12.28,9.02,2.68,"Other","Shaped"
"1423","d2","freehand","flint","Complete","No",0.32,12.12,12.2,9.14,2.98,"Other","Shaped"
"1424","d2","freehand","flint","Complete","No",0.36,21.18,21.14,8.66,2.76,"Other","Shaped"
"1425","d2","freehand","flint","Complete","No",0.86,15.36,15.3,13.74,3.9,"Other","Shaped"
"1426","d2","freehand","flint","Complete","No",1.08,20.16,15.82,17.26,5.83,"Other","Shaped"
"1427","d2","freehand","flint","Complete","No",1.11,33.53,33.41,11.2,2.61,"Other","Shaped"
"1428","d2","freehand","flint","Complete","No",1.7,27.18,26.17,17.05,3.07,"Other","Shaped"
"1429","d2","freehand","flint","Complete","No",2.51,27.28,25.68,13.88,6.6,"Other","Crushed"
"1430","d2","freehand","flint","Complete","No",2.58,22.34,20.2,20.19,6.61,"Crushing","Crushed"
"1431","d2","freehand","flint","Fragment","No",1.33,15.97,NA,22.88,3.68,NA,NA
"1432","d2","freehand","flint","Fragment",NA,0.15,12.36,NA,9.58,1.7,"Other","Shaped"
"1433","d2","freehand","flint","Fragment",NA,0.17,8.46,NA,11.63,2.74,"Other","Shaped"
"1434","d2","freehand","flint","Fragment",NA,0.22,10.08,NA,12.23,2.94,"Other","Shaped"
"1435","d2","freehand","flint","Fragment",NA,0.24,12.62,NA,8.18,2.39,"Other","Shaped"
"1436","d2","freehand","flint","Fragment",NA,0.26,13.89,NA,8.81,1.83,"Other","Shaped"
"1437","d2","freehand","flint","Fragment",NA,0.52,13.26,NA,13.9,3.19,"Other","Shaped"
"1438","d2","freehand","flint","Fragment",NA,1.34,18.81,NA,17.21,3.62,"Other","Shaped"
"1439","d2","freehand","flint","Fragment",NA,0.3,8.29,NA,11.36,2.45,NA,NA
"1440","d2","freehand","flint","Fragment",NA,0.43,11.3,NA,11.68,5.35,NA,NA
"1441","d21","freehand","flint","Complete","No",0.24,12.52,11.34,10.29,2.7,"Other","Shaped"
"1442","d21","freehand","flint","Complete","No",0.91,28.64,27.76,10.12,3.25,"ShearedBulb","Crushed"
"1443","d21","freehand","flint","Complete","No",0.97,28.31,26.61,13.55,3.55,"Other","Shaped"
"1444","d21","freehand","flint","Complete","No",1.2,15.41,12.72,21.99,4.92,"ShearedBulb","Shaped"
"1445","d21","freehand","flint","Complete","No",1.71,23.59,21.64,18.2,4.1,"Other","Shaped"
"1446","d21","freehand","flint","Complete","No",1.79,18.5,17.43,21.88,7.47,"Other","Shaped"
"1447","d21","freehand","flint","Complete","No",3.92,36.29,35.48,19.83,4.78,"Other","Shaped"
