DateOfDataEntry,Flaking condition,CoreNumber,ToolNumber,QuartzGrain,QuartzGrainSize,QuartzPlane,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,ReboundForce,TechnicalCategory,FlakeProfile,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,CrossSectionType,ProfileTwisted?,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,EPACaliper,Mass,Curvature,Notes,Photograph
02.11.16,Bipolar,24,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,4,Bidirectional,Parallel,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,2,0,4.87,0.6,0.4,Small,0.43,0,,Yes
02.16.16,Freehand,11,5,Grain_Absent,,Plane_Absent,FlakeFrag,Mesial,No,,,,0%,,,2,Unidirectional,Parallel,Triangular,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.14,0,nice bladelet mid section,Yes
02.16.16,Freehand,12,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,2.02,0,5.2,1.84,1.76,Small,0.2,0,,Yes
02.16.16,Freehand,13,5,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Triangular,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.32,0,,No
02.18.16,Bipolar,6,5,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Other,0%,No,,5,BiOrUni,Indeterminate,Other,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,19.97,19.94,12.37,12.25,5.05,5.05,1.6,0.73,1.29,Small,1.71,0,,Yes
02.18.16,Bipolar,8,5,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,A2,Converging,91-99%,No,WholeDorsal,1,,,,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,15.34,15.33,10.06,9.06,7.79,7.77,2.22,0.95,1.82,Small,0.93,0,,No
02.23.16,Bipolar,2,5,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B6,Converging,11-40%,No,RightLateral,4,Bidirectional,Indeterminate,Triangular,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,37.57,37.56,21.84,20.52,15.21,12.62,7.46,6.37,0,Small,10.99,0.5,,Yes
02.23.16,Bipolar,14,5,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,3,Bidirectional,Convergent,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,12.58,12.58,5.39,5.38,2.69,2.68,2.36,0.32,0.87,Small,0.21,0,,Yes
03.01.16,Freehand,1,5,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B1,Expanding,11-40%,No,LeftLateral,1,,,,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,12.87,11.96,9.38,7.92,2.59,1.68,1.45,0.67,0.82,Small,0,0.3,,No
03.01.16,Freehand,14,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,YesComplete,,1,,,,No,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,0,0,0,0,1.91,0,4.25,1.53,1.83,Small,0.12,0,,No
03.03.16,Freehand,7,5,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,0%,,,2,BiOrUni,Parallel,Domed,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.22,0,,No
02.23.16,Bipolar,18,5,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Fragment,Indeterminate,No,,,61-90%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.15,0,,Yes
02.25.16,Bipolar,15,5,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,11-40%,,Indeterminate,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.28,0,,No
02.25.16,Bipolar,9,5,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,A2,Ovoid,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,9.59,10.64,9.21,9.2,3.76,3.76,2.5,0.92,0.98,Small,0.25,0,,No
03.03.16,Freehand,5,5,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,11-40%,,Distal,3,Unidirectional,Parallel,Domed,No,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.37,0,,No
03.03.16,Freehand,8,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,YesPartial,,3,Bidirectional,Convergent,Trapezoidal,Yes,,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,NarrowLinear,No,,0,0,0,0,1.66,0,4.25,1.31,1.8,Small,0.13,0,great bladelet prox end,Yes
02.25.16,Bipolar,11,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,2,Bidirectional,Indeterminate,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,1.82,0,5.71,1.02,0.98,Small,0.17,0,,Yes
02.29.16,Freehand,3,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Indeterminate,No,,,0%,No,,1,,,,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,None,HertzianCone,NoLip,Crushed,No,,0,0,0,0,1.79,0,5.66,0.66,0.72,Small,0.11,0,,No
03.01.16,Freehand,15,5,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,0%,,,2,Subradial,Indeterminate,Triangular,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.39,0,,No
02.25.16,Bipolar,7,5,Grain_Absent,,Plane_Present,Chunk,Fragment,No,No,,,1-9%,,Indeterminate,0,,,,No,,,,,,,,,,,,No,,9.98,0,6.04,0,5.4,0,0,0,0,Small,0.49,0,,No
02.25.16,Bipolar,20,5,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,Yes,,,0%,,,2,BiOrUni,Parallel,Triangular,Yes,Hinge,,,,,,,,,,,Yes,StepTerminatingBendingFracture,0,0,0,0,0,0,0,0,0,Small,0.21,0,step ventral distal,Yes
02.25.16,Bipolar,5,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,3,Bidirectional,Indeterminate,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,1.77,0,2.91,0.55,0.56,Small,0.18,0,,No
02.27.16,Bipolar,12,5,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B2,Parallel,11-40%,YesPartial,Distal,1,,,,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,10.41,10.39,7.54,7.53,3.68,3.68,2.48,1.26,1.22,Small,0.26,0,,No
02.27.16,Bipolar,10,5,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B4,Parallel,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,10.58,9.55,8.19,7.02,3.48,3.47,3.72,0.74,0.83,Small,0.28,0,,No
03.01.16,Freehand,6,5,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B7,Converging,0%,YesComplete,,1,,,,Yes,Feather,NotPrepared,,None,No,Lateral,RegCurve,PartialFissure,Crushing,NoLip,OvularOrTriangular,No,,11.02,11.01,7.64,6.27,5.14,4.56,7.05,6.03,1.85,Small,0.36,0,,No
03.01.16,Freehand,2,5,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B4,Parallel,91-99%,No,WholeDorsal,2,Unidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,18.09,18.09,11.36,11.36,4.16,3.51,5.62,2.56,2.11,Small,0.86,0,,Yes
03.01.16,Freehand,4,5,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B8,Expanding,41-60%,No,DistalLeftLat,1,,,,No,Overshoot,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,18.15,17.45,18.02,12.16,4.02,3.2,8.15,2.33,1.71,Small,0.94,0.2,,Yes
03.04.16,Freehand,10,5,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,YesComplete,,1,,,,No,,NotPrepared,,HingedRemovals,Yes,Lateral,OverhangCurveBreak,None,None,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,4.04,0,8.67,2.73,2.87,Small,0.31,0,,No
03.04.16,Freehand,9,5,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B1,Ovoid,0%,YesComplete,,1,,,,No,Feather,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,8.89,7.8,8.98,6.46,3.06,3.05,4.63,2.48,1.67,Small,0.18,0,,Yes
12.22.15,Freehand,19,6,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,Centered,RegCurve,None,None,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,8.19,0,6.47,2.53,3.71,Small,2.56,0,,Yes
02.05.16,Freehand,18,6,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,1.74,0,3.34,1.43,2.11,Small,0.18,0,great bladelet prox end,Yes
02.08.16,Freehand,16,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,61-90%,,WholeDorsal,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.91,0,,Yes
02.08.16,Freehand,17,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,,,,11-40%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.62,0,,No
02.08.16,Freehand,20,6,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B2,Parallel,1-9%,YesPartial,Distal,1,,,,No,Feather,ResidualFacetWithoutBulb,1,None,No,NotExpressed,RegCurve,None,None,NoLip,QuadrangularTrapezoid,No,,16.1,15.52,12.74,12.73,5.46,5.33,13.8,4.88,2.56,Small,1.39,0,,Yes
02.09.16,Bipolar,25,6,Grain_Absent,,Plane_Present,Splinter,Complete,Yes,No,,,0%,No,,4,Bidirectional,Parallel,Other,No,,,,,,,,,,,,No,,0,16.21,5.26,0,3.49,0,0,0,0,Small,0.42,0,"almost an internal core nucleus, but safer to say splinter",Yes
02.09.16,Bipolar,23,6,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,1,,,,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,6.62,0,3.61,0.71,0.74,Small,0.76,0,,Yes
02.09.16,Bipolar,21,6,Grain_Absent,,Plane_Present,Chunk,Fragment,No,,,,0%,,,0,,,,No,,,,,,,,,,,,No,,21.81,0,12.37,0,10.01,0,0,0,0,Small,1.88,0,,No
02.11.16,Bipolar,22,6,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Converging,0%,No,,2,Unidirectional,Parallel,Triangular,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,18.06,17.14,9.72,7.74,3.22,2.02,2.76,0.64,1.01,Small,0.42,0,,Yes
02.23.16,Bipolar,1,6,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,Yes,Yes,B1,Parallel,0%,No,,2,BiOrUni,Parallel,Trapezoidal,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,2.16,0,0,0.49,0.99,Small,0.39,0,"great BP bladelet, broken, but with all features",Yes
02.23.16,Bipolar,4,6,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,1-9%,No,ProxRightLat,3,Bidirectional,Parallel,Domed,No,,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,3.45,0,2.76,0.67,0.69,Small,1.11,0,,Yes
02.11.16,Bipolar,24,6,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,3,Bidirectional,Parallel,Triangular,Yes,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,15.54,15.54,4.86,4.86,1.48,1.47,1.46,0.44,0.75,Small,0.14,0,,Yes
02.16.16,Freehand,11,6,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,0%,,,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.32,0,,Yes
02.16.16,Freehand,13,6,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Ovoid,0%,No,,3,Unidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,OvularOrTriangular,No,,13.04,13.03,12.57,11.25,2.7,2.94,6.75,2.5,2.53,Small,0.53,0,,Yes
02.18.16,Bipolar,6,6,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,0%,No,,5,Bidirectional,Convergent,Triangular,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,Indeterminate,None,NoLip,Crushed,No,,15.68,15.68,11.42,11.41,8.28,8.28,7.14,2.88,1.53,Small,1.46,0,,Yes
02.18.16,Bipolar,8,6,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,16.8,16.6,10.13,8.37,5.54,5.93,3.21,0.77,1.35,Small,0.72,0,,Yes
02.23.16,Bipolar,2,6,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,11-40%,No,LeftLateral,2,Bidirectional,Parallel,Trapezoidal,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,19.37,17.3,11.03,10.77,4.52,4.52,2.03,0.53,0.81,Small,0.86,0,,Yes
02.23.16,Bipolar,14,6,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,Yes,No,,,41-60%,No,Distal,3,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,HingedBulb,NoLip,Crushed,No,,0,0,0,0,3.86,0,0,5.07,0.54,Big,0.65,0,,Yes
03.01.16,Freehand,1,6,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,61-90%,,WholeDorsal,1,,,,No,,,,,,,,,,,,Yes,StepTerminatingBendingFracture,0,0,0,0,0,0,0,0,0,Small,0.23,0,,Yes
03.01.16,Freehand,14,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.28,0,,No
02.23.16,Bipolar,18,6,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,3,Bidirectional,Parallel,Triangular,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,3.13,0,2.65,0.32,0.91,Small,0.17,0,,Yes
02.25.16,Bipolar,15,6,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,YesComplete,,2,BiOrUni,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,NarrowLinear,No,,12.1,12.08,6.27,5.78,3.83,3.82,2.42,1.03,0.78,Small,0.24,0,,No
02.25.16,Bipolar,9,6,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,1-9%,No,Proximal,2,BiOrUni,Indeterminate,Domed,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,3.24,0,8.54,0.72,0.63,Small,0.31,0,,No
03.03.16,Freehand,5,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.42,0,,No
03.03.16,Freehand,8,6,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B1,Converging,0%,YesComplete,Proximal,2,Unidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,OverhangCurveNoBreak,None,RipplesUndulations,NoLip,OvularOrTriangular,No,,11.61,8.5,7.9,7.89,2.5,2.54,8.91,2.52,2.28,Small,0.29,0.3,,No
03.03.16,Freehand,7,6,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,1-9%,,Distal,1,,,,Yes,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.45,0,,No
02.25.16,Bipolar,11,6,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,A3,Parallel,91-99%,No,WholeDorsal,1,,,,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,13.32,13.27,5.86,5.4,2.74,2.03,2.71,0.76,0.83,Small,0.21,0,bladelet,Yes
02.29.16,Freehand,3,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.19,0,,No
03.01.16,Freehand,15,6,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,A3,Parallel,61-90%,No,WholeDorsal,2,Unidirectional,Parallel,Domed,Yes,Bipolar,NotPrepared,,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,11.91,11.88,9.07,9.21,5.58,5.63,7.05,4.42,2.58,Small,1,0,"very strange small, stout flake",No
02.25.16,Bipolar,7,6,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Expanding,0%,No,,3,Bidirectional,Convergent,Trapezoidal,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,12.1,12.06,8.25,7.21,3.71,2.54,1.68,0.77,0.77,Small,0.31,0,,No
02.25.16,Bipolar,20,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.16,0,,No
02.25.16,Bipolar,5,6,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,0%,,,1,,,,No,Splintered,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.37,0,,No
02.27.16,Bipolar,12,6,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,0%,No,,1,,,,Yes,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,12.14,12.12,6.24,6.23,1.66,1.65,4.7,0.8,0.73,Small,0.1,0,,No
02.27.16,Bipolar,13,6,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,2,Bidirectional,Indeterminate,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,4.14,0,2.4,1.02,0.86,Small,0.43,0,,No
03.01.16,Freehand,6,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,11-40%,,Indeterminate,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.26,0,,No
03.01.16,Freehand,2,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.75,0,,No
03.01.16,Freehand,4,6,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,A3,Converging,61-90%,No,WholeDorsal,2,Unidirectional,Parallel,Triangular,No,Feather,ResidualFacetWithoutBulb,1,HingedRemovals,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,31.95,31.92,7.77,7.29,3.63,3.41,7,4.05,1.9,Small,1.07,0,great bladelet,Yes
03.04.16,Freehand,10,6,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.25,0,,No
03.04.16,Freehand,9,6,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,A3,Converging,91-99%,No,WholeDorsal,1,,,,No,Feather,ResidualFacetWithoutBulb,1,None,Yes,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,9.2,9.17,8.46,6.19,4.41,2.53,7.29,3.45,2.25,Small,0.24,0,,No
12.22.15,Freehand,19,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Indeterminate,,,,1-9%,No,Proximal,5,Subradial,Convergent,Triangular,Yes,,NotPrepared,,None,Yes,NotExpressed,RegCurve,PartialFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,7.32,0,3.48,0.88,1.06,Small,2.59,0,,Yes
02.05.16,Freehand,18,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,No,,2,Unidirectional,Parallel,Trapezoidal,No,,NotPrepared,,None,Yes,Lateral,RegCurve,None,ErrailuerScar,NoLip,OvularOrTriangular,No,,0,0,0,0,1.71,0,2.18,0.74,0,Small,0.18,0,,Yes
02.08.16,Freehand,16,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Parallel,Trapezoidal,No,,NotPrepared,,None,No,Centered,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,3.05,0,5,1.54,1.91,Small,0.29,0,,Yes
02.08.16,Freehand,17,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,91-99%,No,WholeDorsal,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Indeterminate,No,,0,0,0,0,9.66,0,7.44,0.59,1.27,Small,1.76,0,,Yes
02.08.16,Freehand,20,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,3,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,3.57,0,8.64,1.87,2.04,Small,0.48,0,,Yes
02.09.16,Bipolar,25,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,1-9%,No,Indeterminate,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,1.27,0,2.12,0.03,0,Small,0.2,0,,Yes
02.09.16,Bipolar,23,7,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,1,,,,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,18.85,17.58,7.23,6.13,3.76,4.05,5.83,0.79,0.93,Small,0.56,0,,Yes
02.09.16,Bipolar,21,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,11-40%,No,RightLateral,2,Bidirectional,Parallel,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,Crushed,No,,0,0,0,0,5.81,0,7.09,0.85,0.64,Small,1.73,0,,Yes
02.11.16,Bipolar,22,7,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,,,,0%,,,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.68,0,,Yes
02.23.16,Bipolar,1,7,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,3,Bidirectional,Parallel,Trapezoidal,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,15.82,15.76,7.99,8.11,2.48,1.97,2.7,0.54,0.89,Small,0.38,0.2,great BP bladelet,Yes
02.23.16,Bipolar,4,7,Grain_Absent,,Plane_Present,FlakeFrag,ProxLeftLat,Indeterminate,No,,,0%,No,,2,Bidirectional,Convergent,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,Reducedtoanedge,No,,0,0,0,0,2.31,0,0,0.3,0.65,Small,0.51,0,,Yes
02.11.16,Bipolar,24,7,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,No,B1,Parallel,0%,No,,2,Unidirectional,Parallel,Triangular,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,14.2,13.93,9.01,7.91,3.18,3.18,2.97,0.63,0.88,Small,0.32,0.1,,Yes
02.16.16,Freehand,11,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,11-40%,YesComplete,LeftLateral,2,Unidirectional,Parallel,Domed,No,,NotPrepared,,None,No,Centered,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,3.18,0,5.78,2.84,2.15,Small,0.54,0,,Yes
02.16.16,Freehand,12,7,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,No,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,OvularOrTriangular,No,,0,0,0,0,2.62,0,8.13,2.55,2.36,Small,0.3,0,,Yes
