DateOfDataEntry,Flaking condition,CoreNumber,ToolNumber,QuartzGrain,QuartzGrainSize,QuartzPlane,LithicArtifactClass,Completeness,EvidenceBipolarPercussion,ReboundForce,TechnicalCategory,FlakeProfile,CortexArea,PlatformCortex,CortexLocation,DorsalScarCount,DorsalDirection,ArisOrientation,CrossSectionType,ProfileTwisted?,FlakeTermination,PlatformPrep,NumberPlatformScars,DorsalPrep,PlatAbrasion,FractureInitiationPoint,PlatformDelineation,FissuringOnPlatform,MarksVentralSurface,Lipping,PlatformMorphology,EdgeDamage,DiagnosticImpactFractures,MaxLength,TechLength,MaxWidth,MaxTechWidth,MaxThickness,MidThickness,PlatformWidth,PlatformThickness,ExteriorPlatAngle,EPACaliper,Mass,Curvature,Notes,Photograph
02.09.16,Bipolar,25,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,11-40%,No,RightLateral,2,Bidirectional,Parallel,Trapezoidal,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,2.23,0,3.07,0.76,1.24,Small,0.29,0,nice dorsal laminar scars,Yes
02.09.16,Bipolar,23,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,2,Indeterminate,Indeterminate,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,3.62,0,6.93,0.79,0.66,Small,0.32,0,,No
02.09.16,Bipolar,21,14,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Fragment,No,,,,11-40%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.52,0,,No
02.11.16,Bipolar,22,14,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,Indeterminate,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.24,0,,Yes
02.18.16,Bipolar,8,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,0%,No,,1,,,,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,11.95,11.95,7.56,6.85,2.98,2.98,3.6,0.55,1.09,Small,0.21,0,,Yes
02.23.16,Bipolar,1,14,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,0%,,,2,BiOrUni,Indeterminate,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.32,0,,Yes
02.23.16,Bipolar,4,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,2,Bidirectional,Indeterminate,Other,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,10.79,10.07,8.31,8.29,2.24,1.81,4.27,0.59,0.87,Small,0.21,0,,Yes
02.11.16,Bipolar,24,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,3,Bidirectional,Convergent,Other,No,,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,3.11,0,0.89,0.53,0.95,Small,0.28,0,,Yes
02.16.16,Freehand,11,14,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,11-40%,,LeftLateral,1,,,,No,Overshoot,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.96,0,,Yes
02.16.16,Freehand,12,14,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B7,Other,0%,No,,3,Unidirectional,Parallel,Other,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,19.32,19.29,10.48,10.5,2.87,2.87,3.74,2.18,1.64,Small,0.44,0,,Yes
02.16.16,Freehand,13,14,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,,,,41-60%,,RightLateral,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.82,0,,Yes
02.18.16,Bipolar,6,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,2,BiOrUni,Indeterminate,Domed,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,Crushed,No,,0,0,0,0,1.81,0,7.03,0.52,1.01,Small,0.27,0,,Yes
02.23.16,Bipolar,2,14,Grain_Absent,,Plane_Absent,FlakeFrag,Distal,No,No,,,0%,,,2,Bidirectional,Indeterminate,Triangular,Yes,Splintered,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.23,0,,Yes
02.23.16,Bipolar,14,14,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Proximal,Indeterminate,No,,,91-99%,No,WholeDorsal,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,9.75,0,1.82,0.75,1.02,Small,2.26,0,,Yes
03.01.16,Freehand,4,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,91-99%,No,WholeDorsal,1,,,,No,,NotPrepared,,None,No,Centered,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,2.77,0,6.29,2.17,3.19,Small,0.24,0,,No
03.01.16,Freehand,1,14,Grain_Absent,,Plane_Present,FlakeFrag,ProxLeftLat,No,No,,,1-9%,No,ProxLeftLat,1,,,,Yes,,NotPrepared,,HingedRemovals,Yes,Lateral,RegCurve,None,HertzianCone,NoLip,NarrowLinear,No,,0,0,0,0,3.61,0,0,0.89,1.33,Small,0.81,0,,No
03.01.16,Freehand,14,14,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,41-60%,,DistalRightLat,1,,,,No,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.45,0,,No
02.23.16,Bipolar,18,14,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B7,Converging,91-99%,No,WholeDorsal,1,,,,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,28.96,28.93,14.08,12.07,5.72,4.67,3,0.7,1,Small,2.17,0,,Yes
02.25.16,Bipolar,15,14,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,11-40%,No,DistalRightLat,3,Unidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,14.24,14.24,8.35,7.73,4.83,4.86,5.44,3.79,1.2,Small,0.74,0,,No
02.25.16,Bipolar,9,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,2,Unidirectional,Parallel,Domed,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,3.46,0,6.34,0.6,0.62,Small,0.57,0,,Yes
03.03.16,Freehand,5,14,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,1-9%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.15,0,,No
03.03.16,Freehand,8,14,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.65,0,,No
03.03.16,Freehand,7,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,3,Bidirectional,Parallel,Triangular,Yes,,NotPrepared,,LateralNotching,No,Lateral,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,2.61,0,2.44,1.5,1.83,Small,0.29,0,,Yes
02.25.16,Bipolar,11,14,Grain_Present,Fine_Grain,Plane_Present,FlakeFrag,ProxRightLat,Yes,Yes,,,0%,No,,1,,,,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,4.16,0,0,1.19,0.99,Small,1.07,0,siret break,Yes
02.25.16,Bipolar,7,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,11-40%,No,RightLateral,1,,,,Yes,Step,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,24.55,24.53,7.3,7.21,6.18,4.15,4.11,0.7,1.05,Small,0.79,0,,Yes
02.29.16,Freehand,3,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Indeterminate,Yes,B7,Converging,0%,YesComplete,,2,Unidirectional,Indeterminate,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,OvularOrTriangular,No,,22.5,22.49,9.81,9.79,5.38,4.62,5.25,3.93,2.79,Small,1.08,0,,No
03.01.16,Freehand,15,14,Grain_Present,Fine_Grain,Plane_Present,CompFlake,Complete,Indeterminate,Yes,B1,Converging,0%,YesPartial,,3,Bidirectional,Parallel,Trapezoidal,No,Splintered,ResidualFacetWithoutBulb,1,None,Yes,Centered,OverhangCurveBreak,CompleteFissure,Crushing,NoLip,OvularOrTriangular,No,,10.42,10.06,9.65,9.65,5.63,5.62,8.6,5.16,2.45,Small,0.55,0,,No
02.25.16,Bipolar,20,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,3,Bidirectional,Parallel,Trapezoidal,Yes,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,12.41,12.41,7.3,6.37,2.26,2.25,4.25,0.67,0.81,Small,0.21,0,bladelet,Yes
02.25.16,Bipolar,5,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Other,1-9%,No,LeftLateral,3,Bidirectional,Parallel,Triangular,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,40.86,40.86,31.21,31.2,15.75,15.75,4.98,2.84,1.5,Small,21.86,0,,No
02.25.16,Bipolar,5,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,Other,Converging,11-40%,No,Distal,1,,,,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,26.94,26.92,12.14,12.13,11.58,11.44,6.61,0.59,0.86,Small,2.62,0,,No
02.27.16,Bipolar,12,14,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Mesial,No,No,,,61-90%,,Indeterminate,1,,,,Yes,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.53,0,,No
02.27.16,Bipolar,13,14,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,A2,Expanding,100%,No,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,Overshoot,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,18.51,16.79,11.55,10.75,3.51,2.97,3.27,0.59,1.17,Small,0.6,0,,No
03.01.16,Freehand,6,14,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,91-99%,YesComplete,WholeDorsal,1,,,,Yes,,NotPrepared,,None,No,Centered,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,7.03,0,8.27,4.95,1.98,Small,2.42,0,,No
03.01.16,Freehand,2,14,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,41-60%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.13,0,,No
03.04.16,Freehand,10,14,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B1,Other,0%,YesComplete,,1,,,,No,Feather,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,19.73,11.15,19.1,17.54,2.69,1.78,4.87,2.96,1.7,Small,0.59,0,,Yes
03.04.16,Freehand,9,14,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,11-40%,,Distal,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.93,0,,No
02.04.16,Freehand,19,15,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Expanding,1-9%,No,Distal,1,,,,No,Axial,NotPrepared,,None,No,Lateral,RegCurve,None,HertzianCone,NoLip,Crushed,No,,10.83,10.76,12.92,9.19,2.9,2.39,2.04,0.69,1.51,Small,0.46,0.3,,Yes
02.05.16,Freehand,18,15,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B7,Converging,0%,No,,3,Unidirectional,Convergent,Other,No,Feather,NotPrepared,,None,Yes,Lateral,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,12.02,11.99,6.18,6.18,1.59,1.84,2.72,1.33,2.14,Small,0.09,0.2,,Yes
02.08.16,Freehand,16,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,1-9%,No,Mesial,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,0,0,0,0,4.25,0,2.68,1.41,0,Small,0.52,0,,Yes
02.08.16,Freehand,17,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Indeterminate,,,,0%,No,,2,Unidirectional,Parallel,Other,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,None,Crushing,NoLip,Crushed,No,,0,0,0,0,4.57,0,4.05,0.84,1.91,Small,0.23,0,,Yes
02.08.16,Freehand,20,15,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,,,,0%,,,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.19,0,,No
02.09.16,Bipolar,25,15,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Indeterminate,,,,11-40%,,DistalRightLat,1,,,,No,Feather,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.16,0,,No
02.09.16,Bipolar,23,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,0%,No,,3,Bidirectional,Convergent,Domed,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,3.77,0,2.31,0.69,0.83,Small,0.21,0,,No
02.09.16,Bipolar,21,15,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Fragment,Indeterminate,,,,11-40%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.17,0,,No
02.11.16,Bipolar,22,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,0%,No,,2,BiOrUni,Parallel,Triangular,No,Crushed,NotPrepared,,None,No,Lateral,RegCurve,None,Crushing,NoLip,OvularOrTriangular,No,,11.76,11.75,5.13,5.1,1.32,1.44,3.87,1.44,1.82,Small,0.09,0,great bp bladelet,Yes
02.18.16,Bipolar,8,15,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,No,A3,Parallel,61-90%,No,WholeDorsal,1,,,,No,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,9.7,9.68,8.09,8.07,2.3,2.3,4.24,0.71,0.75,Small,0.19,0,,Yes
02.23.16,Bipolar,1,15,Grain_Absent,,Plane_Present,FlakeFrag,Mesial,No,No,,,0%,,,3,BiOrUni,Parallel,Triangular,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.17,0,,Yes
02.23.16,Bipolar,4,15,Grain_Absent,,Plane_Present,FlakeFrag,Distal,Yes,Yes,,,1-9%,,LeftLateral,1,,,,No,Axial,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.23,0,,No
02.11.16,Bipolar,24,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,A3,Converging,61-90%,No,WholeDorsal,3,Unidirectional,Parallel,Other,Yes,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,14.71,14.69,10.92,10.92,2.36,2.35,3.17,0.62,0.65,Small,0.26,0,,Yes
02.16.16,Freehand,11,15,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,CoreMaintenanceFlake,Parallel,1-9%,YesComplete,Distal,7,Unidirectional,Parallel,Domed,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,None,None,NoLip,OvularOrTriangular,No,,20.23,20.23,16.56,16.43,13.13,13.13,18.43,10.86,2.18,Small,5.22,0,,Yes
02.16.16,Freehand,12,15,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Parallel,0%,No,,2,Unidirectional,Parallel,Trapezoidal,No,Feather,NotPrepared,,None,No,Centered,OverhangCurveNoBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,11.58,11.61,12.62,11.53,4.63,3.57,8.66,3.61,1.78,Small,0.79,0.3,,Yes
02.16.16,Freehand,13,15,Grain_Absent,,Plane_Present,Chunk,Fragment,No,,,,61-90%,,WholeDorsal,0,,,,No,,,,,,,,,,,,No,,25.1,0,21.09,0,13.86,0,0,0,0,Small,6.87,0,,No
02.18.16,Bipolar,6,15,Grain_Absent,,Plane_Present,FlakeFrag,ProxLeftLat,Yes,Yes,,,1-9%,No,Indeterminate,2,Bidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Indeterminate,NoLip,Crushed,No,,0,0,0,0,4.08,0,0,1.31,1.11,Small,0.31,0,,Yes
02.23.16,Bipolar,2,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,No,B6,Parallel,41-60%,No,LeftLateral,1,,,,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,10.59,10.57,5.84,5.79,1.5,1.07,3.94,0.29,0.89,Small,0.09,0,,Yes
02.23.16,Bipolar,14,15,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B4,Parallel,1-9%,No,Proximal,3,Bidirectional,Indeterminate,Triangular,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,27.8,24.97,19.04,15.32,7.91,7.45,4.3,0.48,1.01,Small,3.86,1.5,,Yes
03.01.16,Freehand,4,15,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.06,0,,No
03.01.16,Freehand,1,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,YesPartial,,3,Unidirectional,Parallel,Triangular,No,,NotPrepared,,HingedRemovals,Yes,NotExpressed,RegCurve,PartialFissure,RipplesUndulations,NoLip,OvularOrTriangular,No,,0,0,0,0,5.42,0,6.33,2.55,1.9,Small,0.56,0,,No
03.01.16,Freehand,14,15,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,41-60%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.19,0,,No
03.03.16,Freehand,5,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,1,,,,No,,NotPrepared,,None,No,Centered,RegCurve,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,5.49,0,11.35,6.55,2.44,Small,0.84,0,,No
02.23.16,Bipolar,18,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,Yes,,,0%,No,,4,Unidirectional,Parallel,Trapezoidal,No,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,2.69,0,4.95,0.67,0.98,Small,0.65,0,,Yes
02.25.16,Bipolar,15,15,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,11-40%,,Indeterminate,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.82,0,,Yes
02.25.16,Bipolar,9,15,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,No,A3,Parallel,41-60%,No,RightLateral,1,,,,No,Bipolar,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,12.14,12.13,7.39,7.1,4.06,4.05,3.11,0.94,0.98,Small,0.39,0,,No
02.25.16,Bipolar,9,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Parallel,1-9%,No,Mesial,2,Bidirectional,Parallel,Other,Yes,Splintered,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,24.05,24.04,6.59,4.65,7.45,5.28,2.63,1.58,1.06,Small,1.01,0,,Yes
03.03.16,Freehand,8,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,0%,No,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,HingedRemovals,Yes,Centered,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,6.28,0,9.55,4.94,3.01,Small,1.27,0,,Yes
03.03.16,Freehand,7,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,Yes,,,0%,No,,4,Unidirectional,Parallel,Triangular,Yes,,NotPrepared,,HingedRemovals,Yes,NotExpressed,OverhangCurveNoBreak,None,HertzianCone,NoLip,Reducedtoanedge,No,,0,0,0,0,4.76,0,3.46,0.61,1.25,Small,0.88,0,,Yes
03.04.16,Freehand,10,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,No,,,91-99%,YesComplete,WholeDorsal,1,,,,No,,NotPrepared,,None,No,Lateral,RegCurve,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,6.74,0,8.57,3.65,0,Small,2.56,0,,Yes
02.25.16,Bipolar,11,15,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Distal,Indeterminate,No,,,1-9%,,Distal,2,BiOrUni,Parallel,Triangular,No,Bipolar,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.78,0,very similar to a crested bladelet,Yes
02.25.16,Bipolar,7,15,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,Yes,No,,,1-9%,No,Distal,2,BiOrUni,Parallel,Triangular,Yes,,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,0,0,0,0,5.56,0,5.42,1.12,1.07,Small,0.76,0,,No
03.01.16,Freehand,15,15,Grain_Absent,,Plane_Present,FlakeFrag,ProxRightLat,Indeterminate,Yes,,,0%,YesPartial,,2,Unidirectional,Parallel,Other,Yes,,ResidualFacetWithoutBulb,3,None,No,Lateral,OverhangCurveBreak,None,HertzianCone,NoLip,QuadrangularTrapezoid,No,,0,0,0,0,9.09,0,0,10.76,2.35,Small,4.32,0,,No
02.25.16,Bipolar,20,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Expanding,0%,No,,4,Bidirectional,Parallel,Domed,No,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,PartialFissure,Crushing,NoLip,Crushed,No,,14.84,15.12,11.46,8.97,3.89,3.89,1.2,0.69,0.81,Small,0.54,0,,No
02.25.16,Bipolar,5,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,B1,Converging,0%,No,,3,Bidirectional,Parallel,Triangular,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,Crushing,NoLip,Crushed,No,,23.98,19.59,24.05,22.12,4.99,4.94,4.55,0.96,1.02,Small,2.17,0,,Yes
02.27.16,Bipolar,12,15,Grain_Absent,,Plane_Present,CompFlake,Complete,Yes,Yes,A3,Parallel,91-99%,No,WholeDorsal,1,,,,Yes,Crushed,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,Crushed,No,,15.15,15.14,8.23,8.22,6.46,5.98,3.59,0.62,0.99,Small,0.87,0,,No
02.27.16,Bipolar,13,15,Grain_Present,Coarse_Grain,Plane_Present,CompFlake,Complete,Yes,Yes,B10,Expanding,61-90%,YesPartial,DistalRightLat,1,,,,No,Axial,NotPrepared,,None,No,NotExpressed,RegCurve,CompleteFissure,ShearedBulb,NoLip,QuadrangularTrapezoid,No,,21.6,17.74,20.42,14.2,6.24,5.72,5.57,1.04,0,Small,1.58,0,,No
02.29.16,Freehand,3,15,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B2,Converging,11-40%,YesPartial,DistalLeftLat,2,Unidirectional,Parallel,Triangular,No,Feather,ResidualFacetWithoutBulb,2,None,No,Centered,RegCurve,None,None,NoLip,OvularOrTriangular,No,,18.29,18.27,11.94,10.47,4.86,3.12,9.43,5.24,1.73,Small,0.71,0.3,,Yes
03.01.16,Freehand,6,15,Grain_Absent,,Plane_Present,FlakeFrag,Distal,No,No,,,41-60%,,DistalLeftLat,1,,,,Yes,Overshoot,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,1.26,0,,No
03.01.16,Freehand,2,15,Grain_Absent,,Plane_Present,FlakeFrag,Fragment,No,No,,,100%,,WholeDorsal,0,Indeterminate,Indeterminate,Other,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.18,0,,No
03.04.16,Freehand,9,15,Grain_Absent,,Plane_Present,CompFlake,Complete,No,No,B7,Parallel,11-40%,No,DistalRightLat,1,,,,No,Feather,NotPrepared,,None,Yes,Lateral,RegCurve,PartialFissure,ErrailuerScar,NoLip,QuadrangularTrapezoid,No,,28.73,28.73,19.62,19.59,7.95,7.94,5.24,4.04,3.36,Small,4.28,1,,Yes
02.04.16,Freehand,19,16,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,No,,1,,,,Yes,,NotPrepared,,None,Yes,Centered,OverhangCurveNoBreak,PartialFissure,ErrailuerScar,NoLip,Reducedtoanedge,No,,0,0,0,0,2.42,0,5.29,0.46,0.64,Small,0.16,0,,Yes
02.05.16,Freehand,18,16,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B2,Converging,11-40%,No,Distal,2,Unidirectional,Parallel,Triangular,No,Feather,NotPrepared,,None,No,NotExpressed,RegCurve,None,RipplesUndulations,NoLip,Reducedtoanedge,No,,18.48,18.46,7.99,7.98,2.1,2.04,2.53,0.46,0,Small,0.16,0.2,,Yes
02.08.16,Freehand,16,16,Grain_Present,Coarse_Grain,Plane_Present,FlakeFrag,Mesial,No,,,,0%,,,1,,,,No,,,,,,,,,,,,No,,0,0,0,0,0,0,0,0,0,Small,0.71,0,,Yes
02.08.16,Freehand,17,16,Grain_Absent,,Plane_Present,CompFlake,Complete,No,,B1,Converging,11-40%,YesComplete,RightLateral,2,Unidirectional,Convergent,Triangular,Yes,Axial,NotPrepared,,None,No,NotExpressed,OverhangCurveNoBreak,None,None,NoLip,OvularOrTriangular,No,,12.81,12.8,7.08,7.08,3.44,3.45,4.11,1.78,2.29,Small,0.41,0,,Yes
02.08.16,Freehand,20,16,Grain_Absent,,Plane_Present,FlakeFrag,Proximal,No,,,,0%,YesComplete,,2,Unidirectional,Parallel,Triangular,No,,NotPrepared,,None,No,NotExpressed,RegCurve,None,HertzianCone,NoLip,OvularOrTriangular,No,,0,0,0,0,1.46,0,1.7,1.19,1.54,Small,0.14,0,,Yes
